#SRC:M87,DATE(MJD):58232,FREQ:229.071GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
22.78472185,AX,PV,-4163853824.0000,-4341177344.0000,0.02543710,54.8673,0.02465869
22.79027796,AX,PV,-4166321408.0000,-4342480896.0000,0.01478235,145.5402,0.02465015
22.79305601,AX,PV,-4167568384.0000,-4343141376.0000,0.02138683,-159.9022,0.02512294
22.79583263,AX,PV,-4168780288.0000,-4343784960.0000,0.02387864,120.4305,0.02458409
22.79861069,AX,PV,-4170020608.0000,-4344444928.0000,0.01421078,8.7991,0.02504187
22.80138874,AX,PV,-4171230208.0000,-4345090048.0000,0.03523966,62.8405,0.02450289
22.80416679,AX,PV,-4172451840.0000,-4345742848.0000,0.04087457,54.1929,0.02445532
22.80694485,AX,PV,-4173671424.0000,-4346395648.0000,0.04214917,-148.3874,0.02442101
22.80972290,AX,PV,-4174884352.0000,-4347046912.0000,0.04025756,123.1044,0.02486387
22.81249952,AX,PV,-4176097536.0000,-4347699200.0000,0.01650827,49.1387,0.02483013
22.81527758,AX,PV,-4177316352.0000,-4348356096.0000,0.02322302,119.1633,0.02429553
22.81805563,AX,PV,-4178508800.0000,-4348999680.0000,0.03867445,-111.8181,0.02475619
22.82083368,AX,PV,-4179735040.0000,-4349663744.0000,0.03152511,97.8670,0.02423122
22.82361174,AX,PV,-4180941312.0000,-4350317568.0000,0.04261026,-54.0216,0.02416364
22.82638836,AX,PV,-4182145024.0000,-4350971904.0000,0.02599562,-158.6885,0.02413852
22.82916641,AX,PV,-4183346688.0000,-4351626752.0000,0.03032613,179.7495,0.02410310
22.83194447,AX,PV,-4184546048.0000,-4352281088.0000,0.01370166,-111.0740,0.02405054
22.83472252,AX,PV,-4185743360.0000,-4352935936.0000,0.01399465,-134.9054,0.02422666
22.83750057,AX,PV,-4186896896.0000,-4353568256.0000,0.02563010,34.4528,0.02588974
22.84027719,AX,PV,-4188131072.0000,-4354246656.0000,0.01746414,104.7833,0.02495724
22.84305525,AX,PV,-4189321472.0000,-4354902016.0000,0.03086214,29.2983,0.02570922
22.84861135,AX,PV,-4191697920.0000,-4356214272.0000,0.02280126,121.3148,0.02430886
