#SRC:M87,DATE(MJD):58228,FREQ:227.071GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
23.06250000,AA,AX,855587.0000,-1739321.1250,1.09944909,1.1249,0.02740343
23.06250000,AA,PV,-4134024704.0000,-4308929024.0000,0.15945501,-9.4234,0.01043793
23.06250000,AX,PV,-4134524672.0000,-4307000320.0000,0.14743811,-32.5501,0.03654060
23.06527805,AA,PV,-4134727168.0000,-4309304832.0000,0.15501356,0.6997,0.00354565
23.06527805,AX,PV,-4135582720.0000,-4307565568.0000,0.15448674,-0.4040,0.03402222
23.06805611,AA,AX,855480.5000,-1739109.6250,1.09863151,0.7667,0.01450989
23.06805611,AA,PV,-4135937024.0000,-4309951488.0000,0.17158404,1.2007,0.00503259
23.06805611,AX,PV,-4136792320.0000,-4308212736.0000,0.14850034,-14.8536,0.03175270
23.07083273,AA,AX,855412.5000,-1738975.7500,1.09698706,0.3132,0.01458615
23.07083273,AA,PV,-4137144320.0000,-4310599168.0000,0.17388790,0.1152,0.00625812
23.07361078,AA,AX,855344.0625,-1738841.8750,1.09820679,0.7884,0.01277259
23.07361078,AA,PV,-4138349568.0000,-4311246336.0000,0.16032303,0.8425,0.00475514
23.07361078,AX,PV,-4139204864.0000,-4309507584.0000,0.15641878,10.8895,0.02954503
23.07638884,AA,AX,855275.1250,-1738708.0000,1.09721755,0.1998,0.01404618
23.07638884,AA,PV,-4139552512.0000,-4311894016.0000,0.14349577,0.0352,0.00479685
23.07638884,AX,PV,-4140407808.0000,-4310155264.0000,0.14002712,16.2669,0.03221586
23.07916689,AA,PV,-4140753408.0000,-4312541696.0000,0.13435290,0.5386,0.00519898
23.08194494,AA,AX,855129.3750,-1738427.7500,1.09828021,1.1155,0.09534814
23.08194494,AA,PV,-4141952000.0000,-4313189888.0000,0.13381181,-1.4773,0.00705057
23.08194494,AX,PV,-4142945792.0000,-4311526400.0000,0.13348610,43.4932,0.11309987
23.08472157,AA,AX,855068.2500,-1738311.5000,1.09675758,0.1448,0.02351182
23.08472157,AA,PV,-4143148544.0000,-4313838080.0000,0.13517623,-0.7562,0.00463490
23.08472157,AX,PV,-4143960064.0000,-4312076288.0000,0.14504532,12.0873,0.05594403
23.08749962,AA,AX,854995.2500,-1738173.2500,1.09338247,0.6773,0.02610156
23.08749962,AA,PV,-4144342784.0000,-4314486272.0000,0.16722729,2.1648,0.00717616
23.09027767,AA,AX,854923.9375,-1738039.2500,1.09441012,0.6971,0.02641256
23.09027767,AA,PV,-4145534720.0000,-4315134976.0000,0.13178179,0.0095,0.00640811
23.09027767,AX,PV,-4146387712.0000,-4313396224.0000,0.14286308,15.0249,0.04530555
23.09305573,AA,AX,854855.5625,-1737911.6250,1.09401391,0.3381,0.02803194
23.09305573,AA,PV,-4146724608.0000,-4315783680.0000,0.14965235,1.6280,0.00542617
23.09305573,AX,PV,-4147504640.0000,-4314004992.0000,0.14183878,-8.5379,0.05610149
23.09583378,AA,AX,854780.1250,-1737771.5000,1.09771179,1.2544,0.01519463
23.09583378,AX,PV,-4148762880.0000,-4314692608.0000,0.12279253,-1.4058,0.04718543
23.09861040,AA,AX,854707.5625,-1737637.7500,1.09770421,0.8546,0.01347196
23.09861040,AA,PV,-4149097728.0000,-4317082112.0000,0.15634743,-0.1431,0.00428373
23.09861040,AX,PV,-4149946368.0000,-4315341312.0000,0.15932588,-17.6173,0.03271103
23.10138845,AA,AX,854634.5625,-1737504.0000,1.09832054,0.4088,0.01301415
23.10138845,AA,PV,-4150280960.0000,-4317731328.0000,0.16343945,0.1138,0.00412303
23.10138845,AX,PV,-4151135488.0000,-4315993600.0000,0.16016604,4.7573,0.03472326
23.10416651,AA,AX,854561.1250,-1737370.2500,1.09705153,0.4350,0.01274182
23.10416651,AA,PV,-4151461888.0000,-4318381056.0000,0.12409741,0.7581,0.00377955
23.10416651,AX,PV,-4152316416.0000,-4316643328.0000,0.11846029,-30.6524,0.03707069
23.10694456,AA,AX,854487.2500,-1737236.6250,1.09481656,0.5722,0.01578121
23.10694456,AA,PV,-4152640768.0000,-4319030784.0000,0.14744181,0.1221,0.00498782
23.10694456,AX,PV,-4153495040.0000,-4317293056.0000,0.13842871,4.2015,0.03479233
23.10972261,AA,AX,854412.8750,-1737102.8750,1.09403691,0.5341,0.01758253
23.12083340,AA,AX,854110.8750,-1736568.1250,1.09428614,0.7703,0.01632675
23.12083340,AA,PV,-4158501376.0000,-4322281984.0000,0.14635693,0.8827,0.00525467
23.12083340,AX,PV,-4159355648.0000,-4320545280.0000,0.15165362,-20.6081,0.03414328
23.12361145,AA,AX,854034.2500,-1736434.5000,1.09738596,0.5503,0.01406628
23.12638950,AA,AX,853957.1875,-1736300.8750,1.09563387,0.4080,0.01258995
23.12638950,AA,PV,-4160830464.0000,-4323583488.0000,0.15742632,0.4349,0.00481624
23.12638950,AX,PV,-4161674496.0000,-4321841664.0000,0.16495002,2.2340,0.02934860
23.12916613,AA,AX,853879.6875,-1736167.2500,1.09813357,0.4879,0.01087221
23.12916613,AA,PV,-4161997312.0000,-4324237824.0000,0.15918912,-0.2563,0.00370441
23.12916613,AX,PV,-4162845440.0000,-4322498560.0000,0.15762049,-17.8830,0.03292157
23.13194418,AA,AX,853801.6875,-1736033.6250,1.09846619,0.3889,0.01121712
