#SRC:M87,DATE(MJD):58228,FREQ:229.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
23.06527805,AA,AX,857255.1875,-1760114.3750,1.09231146,-0.1554,0.02244443
23.06527805,AA,PV,-4166249216.0000,-4347897856.0000,0.15149026,-0.3258,0.00583490
23.06527805,AX,PV,-4166926592.0000,-4346043904.0000,0.14540626,-23.6208,0.03523757
23.06805611,AA,AX,857224.3750,-1760015.3750,1.09105303,1.9027,0.01402301
23.06805611,AA,PV,-4167355136.0000,-4348477952.0000,0.14118977,-0.6530,0.00458801
23.06805611,AX,PV,-4168178432.0000,-4346700288.0000,0.13903300,13.8273,0.03828997
23.07083273,AA,AX,857179.8125,-1759874.0000,1.08885050,-0.2368,0.01641090
23.07361078,AA,AX,857134.1875,-1759730.7500,1.09205679,-1.2840,0.01378033
23.07361078,AA,PV,-4169785600.0000,-4349755904.0000,0.14192085,2.4043,0.00447155
23.07361078,AX,PV,-4170771456.0000,-4348064256.0000,0.12886674,-20.3447,0.03972969
23.07638884,AA,AX,857087.5000,-1759586.0000,1.09213996,0.2109,0.01545692
23.07638884,AA,PV,-4170991616.0000,-4350392320.0000,0.13669476,2.3407,0.00466904
23.07638884,AX,PV,-4171877632.0000,-4348647936.0000,0.13442605,-6.6337,0.03870827
23.07916689,AA,AX,857040.5000,-1759442.1250,1.08914701,0.9399,0.01730983
23.07916689,AA,PV,-4172258304.0000,-4351062016.0000,0.13756641,3.9163,0.00554258
23.07916689,AX,PV,-4173031424.0000,-4349258240.0000,0.13389792,3.4478,0.04198595
23.08194494,AA,AX,856996.3125,-1759308.7500,1.08835822,5.7376,0.02876389
23.08472157,AA,AX,856944.7500,-1759154.6250,1.09078320,1.5146,0.01558338
23.08472157,AA,PV,-4174673920.0000,-4352343040.0000,0.13060704,2.9467,0.00466526
23.08472157,AX,PV,-4175524608.0000,-4350580736.0000,0.12615807,1.8289,0.04297334
23.08749962,AA,AX,856896.0000,-1759010.8750,1.08874643,-0.1420,0.01936940
23.08749962,AA,PV,-4175801088.0000,-4352942592.0000,0.14303664,-6.5184,0.00750164
23.08749962,AX,PV,-4176737024.0000,-4351225856.0000,0.14020808,11.2983,0.03661590
23.09027767,AA,AX,856846.7500,-1758867.2500,1.08733159,-3.6981,0.02258587
23.09305573,AA,AX,856797.2500,-1758724.6250,1.08949992,-0.2595,0.01795922
23.09305573,AA,PV,-4178404864.0000,-4354332160.0000,0.12553084,8.8057,0.00580879
23.09305573,AX,PV,-4179172608.0000,-4352525824.0000,0.12359412,5.7009,0.03996886
23.09583378,AA,PV,-4179528704.0000,-4354934272.0000,0.13441064,-0.4326,0.00453600
23.09583378,AX,PV,-4180422144.0000,-4353195008.0000,0.13372350,17.6324,0.03927810
23.09861040,AA,AX,856694.8125,-1758434.2500,1.09261340,0.1055,0.01370767
23.10138845,AA,PV,-4181947136.0000,-4356233216.0000,0.12842737,-0.1963,0.00438300
23.10416651,AA,AX,856592.0625,-1758149.8750,1.09257882,-0.9254,0.01356805
23.10416651,AA,PV,-4183176192.0000,-4356895232.0000,0.14218364,4.5599,0.00449421
23.10416651,AX,PV,-4183983360.0000,-4355110400.0000,0.13654626,-16.6381,0.03691353
23.10694456,AA,AX,856539.5000,-1758006.5000,1.08978008,-0.6895,0.01751291
23.10694456,AA,PV,-4184335616.0000,-4357521408.0000,0.15988028,2.3795,0.00621478
23.10694456,AX,PV,-4185222912.0000,-4355780096.0000,0.14685993,-0.9843,0.03875093
23.10972261,AA,AX,856493.8125,-1757883.3750,1.09013456,-1.0676,0.01855280
23.11805534,AA,AX,856320.2500,-1757425.2500,1.08880377,-1.7156,0.01851924
23.12083340,AA,AX,856268.1875,-1757290.8750,1.08835806,-0.5870,0.01635895
23.12083340,AA,PV,-4190282752.0000,-4360753664.0000,0.16106085,2.4848,0.00599690
23.12083340,AX,PV,-4191229440.0000,-4359045632.0000,0.16497077,21.9202,0.03844863
23.12361145,AA,AX,856212.2500,-1757147.8750,1.09036453,-0.1092,0.01325772
23.12361145,AA,PV,-4191621120.0000,-4361485824.0000,0.14342714,-0.2925,0.00511049
23.12361145,AX,PV,-4192379648.0000,-4359674880.0000,0.14489172,-2.3701,0.03246512
23.12638950,AA,AX,856155.8125,-1757004.8750,1.08982005,-1.7108,0.01383371
23.12638950,AA,PV,-4192694784.0000,-4362074112.0000,0.14814245,6.3476,0.00495503
23.12638950,AX,PV,-4193551104.0000,-4360317440.0000,0.15057561,6.0977,0.03484316
23.12916613,AA,AX,856097.6875,-1756859.1250,1.09248823,1.4529,0.01315488
23.12916613,AX,PV,-4194723072.0000,-4360961536.0000,0.12730792,-18.7616,0.04184247
23.13194418,AA,AX,856041.2500,-1756719.2500,1.09181499,-0.6302,0.01151428
23.13194418,AA,PV,-4195098624.0000,-4363396096.0000,0.16686824,4.6286,0.00453951
23.13194418,AX,PV,-4195936512.0000,-4361629696.0000,0.16489076,-18.7914,0.03238373
23.13472223,AA,AX,856011.1250,-1756645.0000,1.09239587,3.3821,0.05901939
23.13472223,AA,PV,-4195687936.0000,-4363721216.0000,0.17287302,-1.2624,0.02623889
23.18472290,AA,AX,854842.7500,-1754013.0000,1.09233846,0.7750,0.01012061
23.18472290,AA,PV,-4217061376.0000,-4375755264.0000,0.12768126,1.3652,0.00344681
23.18472290,AX,PV,-4217898240.0000,-4373991424.0000,0.11817856,-28.6913,0.04065604
23.18749952,AA,AX,854775.6875,-1753874.0000,1.09237627,-0.1265,0.01014657
23.18749952,AA,PV,-4218259200.0000,-4376444416.0000,0.14670262,0.1557,0.00356972
23.18749952,AX,PV,-4219104512.0000,-4374685184.0000,0.15096223,-1.6783,0.03976672
23.19027758,AA,AX,854707.3125,-1753733.5000,1.09205762,-0.0303,0.01048881
23.19027758,AA,PV,-4219311104.0000,-4377051136.0000,0.14382275,0.5492,0.00391822
23.19027758,AX,PV,-4220247040.0000,-4375344640.0000,0.14796636,10.3639,0.03899750
23.19305563,AA,PV,-4220482816.0000,-4377728512.0000,0.13893247,1.4113,0.00358642
23.19305563,AX,PV,-4221398784.0000,-4376010240.0000,0.13181481,13.3719,0.03427904
23.19583368,AA,PV,-4221664000.0000,-4378412544.0000,0.12253261,-2.8429,0.00334050
23.19583368,AX,PV,-4222481152.0000,-4376637440.0000,0.11251156,-5.6875,0.04060708
23.19861174,AA,AX,854504.3750,-1753322.8750,1.09288753,-0.4855,0.02389057
23.19861174,AA,PV,-4222870272.0000,-4379112960.0000,0.12046697,2.9425,0.00484736
23.19861174,AX,PV,-4223618560.0000,-4377297920.0000,0.11480286,0.0557,0.04191387
23.20416641,AA,AX,854354.0000,-1753024.5000,1.09231178,-2.2901,0.01116802
23.20416641,AA,PV,-4225029632.0000,-4380370944.0000,0.12721865,1.9340,0.00367645
23.20416641,AX,PV,-4225884928.0000,-4378618880.0000,0.12360041,18.2339,0.03624012
23.20694447,AA,AX,854280.0000,-1752879.5000,1.09204207,1.5456,0.01189237
23.20972252,AA,PV,-4227047168.0000,-4381551616.0000,0.14437211,-0.6385,0.00570545
23.20972252,AX,PV,-4228124672.0000,-4379930112.0000,0.14210330,5.0735,0.03838145
23.21250057,AA,AX,854134.5625,-1752597.7500,1.09223932,-0.3046,0.01106111
23.21250057,AA,PV,-4228378112.0000,-4382332928.0000,0.13577875,0.3814,0.00382471
23.21250057,AX,PV,-4229254656.0000,-4380593664.0000,0.13617786,-3.7606,0.03170334
23.21527719,AA,AX,854063.3125,-1752461.2500,1.09230882,0.7802,0.01155205
23.21527719,AA,PV,-4229495040.0000,-4382990336.0000,0.15462744,1.7254,0.00456421
23.21527719,AX,PV,-4230306560.0000,-4381212672.0000,0.15625202,12.0210,0.03020841
23.21805525,AA,AX,853986.4375,-1752315.1250,1.09271748,0.6526,0.01129265
23.21805525,AA,PV,-4230605568.0000,-4383645696.0000,0.15719080,0.2015,0.00433290
23.21805525,AX,PV,-4231497984.0000,-4381916160.0000,0.15776985,9.5921,0.03613928
23.22083330,AA,AX,853913.0625,-1752176.7500,1.09290009,-0.3304,0.01151847
23.22083330,AA,PV,-4231732480.0000,-4384311808.0000,0.13904578,-2.2268,0.00385234
23.22083330,AX,PV,-4232581888.0000,-4382557184.0000,0.13720476,12.6972,0.03419468
23.22361135,AA,AX,853837.7500,-1752035.6250,1.09310693,-0.1454,0.01015851
23.22361135,AA,PV,-4232816384.0000,-4384954368.0000,0.16279972,1.0903,0.00421595
23.22361135,AX,PV,-4233657856.0000,-4383194624.0000,0.14723781,-21.1173,0.03013493
23.22638941,AA,AX,853762.5000,-1751895.7500,1.09387697,-0.4339,0.01054695
23.22638941,AA,PV,-4233916160.0000,-4385607680.0000,0.15023960,0.8800,0.00398656
23.22638941,AX,PV,-4234753280.0000,-4383845376.0000,0.14735655,-1.8610,0.03325884
23.22916603,AA,AX,853685.4375,-1751753.5000,1.09329432,-0.7408,0.01038327
23.22916603,AA,PV,-4235055360.0000,-4386285568.0000,0.15510172,0.4437,0.00382525
23.22916603,AX,PV,-4235914240.0000,-4384537088.0000,0.14361011,0.4691,0.03315824
23.23194408,AA,AX,853608.5625,-1751612.5000,1.09465282,-1.4973,0.01047286
23.23194408,AA,PV,-4236117760.0000,-4386919424.0000,0.12885355,2.9703,0.00346504
23.23194408,AX,PV,-4236978944.0000,-4385172480.0000,0.11894572,5.3291,0.04145348
23.23472214,AA,AX,853543.1875,-1751493.5000,1.09264435,-3.3999,0.01510455
23.23472214,AA,PV,-4237089280.0000,-4387500544.0000,0.15132430,7.4251,0.00633328
23.23472214,AX,PV,-4238114304.0000,-4385851904.0000,0.15816062,-17.4495,0.03146403
23.23750019,AA,AX,853450.0000,-1751325.1250,1.09346148,-1.1707,0.01228470
23.23750019,AA,PV,-4238289408.0000,-4388219904.0000,0.14095146,-1.2137,0.00509369
23.23750019,AX,PV,-4239192064.0000,-4386498048.0000,0.13649371,-0.1731,0.03562807
23.24027824,AA,AX,853374.5625,-1751190.0000,1.09407221,-0.3866,0.01178510
23.24027824,AA,PV,-4239440640.0000,-4388911616.0000,0.12269669,-1.7184,0.00420467
23.24027824,AX,PV,-4240278272.0000,-4387150848.0000,0.12446853,-10.1143,0.03277310
23.24305487,AA,AX,853296.8750,-1751051.5000,1.09381849,-1.6202,0.01262753
23.24305487,AX,PV,-4241389056.0000,-4387820032.0000,0.10212425,-16.5880,0.04651505
23.24583292,AA,AX,853219.8125,-1750915.1250,1.09347854,-1.4753,0.01661652
23.24583292,AA,PV,-4241569792.0000,-4390195200.0000,0.14807360,2.7314,0.00480361
23.24583292,AX,PV,-4242456064.0000,-4388464640.0000,0.14735107,30.9522,0.03495961
23.24861097,AA,PV,-4242749184.0000,-4390908928.0000,0.12418514,3.1152,0.00356289
23.24861097,AX,PV,-4243563264.0000,-4389134336.0000,0.11459747,-12.1143,0.03679465
23.25138903,AA,AX,853069.3125,-1750651.3750,1.09481671,0.6496,0.01350037
23.25138903,AA,PV,-4243615488.0000,-4391434240.0000,0.13641624,5.7214,0.00444334
23.25138903,AX,PV,-4244661504.0000,-4389800960.0000,0.13047319,-11.7046,0.04038596
23.25416708,AA,AX,852961.9375,-1750465.5000,1.09472490,-1.9091,0.01226939
23.25694513,AA,AX,852892.4375,-1750345.8750,1.09536539,1.1265,0.01010292
23.25694513,AA,PV,-4245944576.0000,-4392851456.0000,0.13313365,-2.8070,0.00337316
23.25694513,AX,PV,-4246797568.0000,-4391101440.0000,0.11873882,7.0153,0.03285599
23.25972176,AA,PV,-4246992128.0000,-4393491456.0000,0.12952944,3.8205,0.00421118
23.25972176,AX,PV,-4247907072.0000,-4391779328.0000,0.11644337,-16.8057,0.03675532
23.26249981,AA,AX,852722.4375,-1750056.3750,1.09446540,0.1471,0.01079791
23.26249981,AA,PV,-4248090624.0000,-4394163712.0000,0.13183240,0.5299,0.00374186
23.26249981,AX,PV,-4248995840.0000,-4392445952.0000,0.12662737,-12.7317,0.03469889
23.26527786,AA,AX,852644.2500,-1749924.5000,1.09329512,-1.0329,0.01074248
23.54583263,AA,PV,-4345972224.0000,-4462230016.0000,0.11451076,0.1435,0.00378716
23.54861069,AA,PV,-4346781696.0000,-4462879744.0000,0.12168838,-4.5253,0.00351944
23.55138874,AA,AX,841349.6875,-1735704.1250,1.09277806,2.1493,0.01388251
23.55138874,AA,PV,-4347571200.0000,-4463514624.0000,0.12040782,-2.3953,0.00424346
23.55138874,AX,PV,-4348469248.0000,-4461824512.0000,0.11725045,-2.2889,0.03270620
23.55416679,AA,AX,841207.8125,-1735561.8750,1.09298552,-0.3979,0.00988634
23.55416679,AA,PV,-4348446208.0000,-4464219648.0000,0.11441357,0.5171,0.00394952
23.55416679,AX,PV,-4349312512.0000,-4462504448.0000,0.10712361,-1.1388,0.03469357
23.55694485,AA,AX,841062.4375,-1735416.6250,1.09231944,0.8047,0.01076987
23.55694485,AA,PV,-4349303296.0000,-4464913408.0000,0.10624843,-1.3947,0.00359141
23.55694485,AX,PV,-4350126080.0000,-4463162880.0000,0.10849038,-4.7112,0.03540835
23.55972290,AA,PV,-4350076928.0000,-4465541120.0000,0.15541396,-6.3165,0.00494556
23.56249952,AA,AX,840795.6875,-1735151.7500,1.09281069,1.7312,0.00989043
23.56249952,AA,PV,-4350944256.0000,-4466246656.0000,0.14271206,-4.3103,0.00433957
23.56249952,AX,PV,-4351781376.0000,-4464508928.0000,0.14143967,-32.6369,0.03091909
23.56527758,AA,AX,840666.1875,-1735023.8750,1.09205151,-0.5914,0.01001000
23.56527758,AA,PV,-4351772160.0000,-4466921984.0000,0.12045141,-1.2230,0.00394004
23.56805563,AA,PV,-4352630784.0000,-4467625472.0000,0.10940751,0.8153,0.00322349
23.56805563,AX,PV,-4353424896.0000,-4465852416.0000,0.10586954,6.7674,0.03693602
23.57083368,AA,AX,840378.4375,-1734741.2500,1.09268494,0.6926,0.01006432
23.57083368,AA,PV,-4353473024.0000,-4468317184.0000,0.13481069,-4.1889,0.00440608
23.57083368,AX,PV,-4354277888.0000,-4466552832.0000,0.13715809,0.0309,0.03043743
23.57361174,AA,AX,840245.2500,-1734611.2500,1.09210471,-0.3654,0.00999150
23.57361174,AA,PV,-4354304000.0000,-4469001728.0000,0.13382207,-0.8205,0.00399376
23.57361174,AX,PV,-4355065856.0000,-4467202560.0000,0.13329462,1.2475,0.03467356
23.57638836,AA,AX,840106.2500,-1734476.1250,1.09268607,-0.9349,0.00942488
23.57638836,AA,PV,-4355049984.0000,-4469618176.0000,0.13794027,0.5566,0.00338792
23.57638836,AX,PV,-4355904512.0000,-4467895296.0000,0.13271622,-7.0056,0.03287418
23.57916641,AA,PV,-4355872256.0000,-4470299136.0000,0.14584888,-1.3525,0.00377011
23.57916641,AX,PV,-4356733440.0000,-4468582400.0000,0.14536545,1.8562,0.03480744
23.58194447,AA,AX,839817.7500,-1734197.1250,1.09278353,-1.2674,0.00947730
23.58194447,AA,PV,-4356704768.0000,-4470990848.0000,0.12974210,1.4303,0.00353483
23.58194447,AX,PV,-4357544448.0000,-4469256704.0000,0.13031336,-5.8470,0.03342961
23.58472252,AA,PV,-4357466624.0000,-4471626240.0000,0.14631752,-2.0565,0.00418703
23.58472252,AX,PV,-4358343680.0000,-4469923328.0000,0.14364370,-18.9160,0.03091136
23.58750057,AA,AX,839542.6250,-1733933.0000,1.09327958,-0.4127,0.00893670
23.58750057,AA,PV,-4358316032.0000,-4472336384.0000,0.13998637,-5.6247,0.00352201
23.58750057,AX,PV,-4359130624.0000,-4470581248.0000,0.14072130,-6.1474,0.03007782
23.59027719,AA,AX,839401.3125,-1733798.1250,1.09326028,0.8273,0.00830462
23.59027719,AA,PV,-4359177728.0000,-4473058816.0000,0.12242572,-2.8515,0.00323875
23.59027719,AX,PV,-4359990784.0000,-4471303168.0000,0.12155325,-14.6900,0.03398255
23.59305525,AA,AX,839258.9375,-1733662.7500,1.09271140,0.8802,0.00860104
23.59583330,AA,PV,-4360692736.0000,-4474335744.0000,0.12712282,-3.0849,0.00347733
23.59583330,AX,PV,-4361593344.0000,-4472653824.0000,0.11964869,7.1514,0.03360832
23.59861135,AA,AX,838972.7500,-1733392.1250,1.09278314,-0.3379,0.00888170
23.59861135,AA,PV,-4361516544.0000,-4475033088.0000,0.14768513,-4.0923,0.00424454
23.59861135,AX,PV,-4362357760.0000,-4473301504.0000,0.15161476,-2.6914,0.02806338
23.60138941,AA,AX,838852.4375,-1733278.8750,1.09275111,-0.4625,0.01214359
23.60138941,AA,PV,-4362318336.0000,-4475713536.0000,0.13115240,-0.5002,0.00325070
23.60138941,AX,PV,-4363155456.0000,-4473978880.0000,0.12418774,-14.0190,0.03323459
23.60416603,AA,PV,-4363131392.0000,-4476406272.0000,0.14415141,-1.5457,0.00399113
23.60416603,AX,PV,-4363964416.0000,-4474668544.0000,0.14506677,-2.7726,0.03147865
23.60694408,AA,AX,838541.4375,-1732987.7500,1.09314340,-1.0614,0.00877669
23.60972214,AA,AX,838407.2500,-1732862.8750,1.09262357,1.0809,0.01005435
23.60972214,AA,PV,-4364720128.0000,-4477766144.0000,0.12990371,-0.5726,0.00338482
23.60972214,AX,PV,-4365556224.0000,-4476030976.0000,0.13337748,-6.8342,0.03370460
23.61250019,AA,AX,838243.6250,-1732711.2500,1.09301034,-0.7780,0.00848685
23.61250019,AA,PV,-4365485056.0000,-4478423552.0000,0.12175240,1.1787,0.00351265
