#SRC:M87,DATE(MJD):58230,FREQ:229.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
00.54861112,AA,AX,756000.6875,-1686752.2500,1.09453225,-0.4858,0.00586531
00.55416664,AA,AX,755363.8750,-1686504.8750,1.09453086,-0.9257,0.00828710
00.55972221,AA,AX,754758.8125,-1686270.6250,1.09469704,-0.4120,0.00614278
00.56527779,AA,AX,754183.9375,-1686048.8750,1.09471449,-0.6704,0.00672410
00.56805557,AA,AX,753818.8125,-1685908.3750,1.09474232,-0.3255,0.00644120
00.57083336,AA,AX,753532.3750,-1685798.3750,1.09459949,-0.0069,0.00553825
00.57361110,AA,AX,753218.5000,-1685678.0000,1.09438500,0.5690,0.00576856
00.57638888,AA,AX,752912.8125,-1685561.0000,1.09475250,-0.1353,0.00528856
00.57916667,AA,AX,752611.4375,-1685445.8750,1.09460094,0.5968,0.00571151
00.64027776,AA,AX,745645.1875,-1682837.5000,1.09457934,0.4011,0.00626389
00.64305554,AA,AX,745363.8125,-1682734.2500,1.09476276,-0.2560,0.00609023
00.64583333,AA,AX,744980.6250,-1682593.8750,1.09468418,0.2276,0.00746646
00.64861111,AA,AX,744715.6875,-1682497.0000,1.09502680,0.1122,0.00549735
00.65138890,AA,AX,744396.1250,-1682380.2500,1.09487289,-1.4362,0.00556476
00.65416668,AA,AX,744068.0625,-1682260.6250,1.09473089,0.3689,0.00542006
00.65694442,AA,AX,743736.8125,-1682140.1250,1.09468031,-0.4632,0.00568103
00.65972221,AA,AX,743425.8125,-1682027.1250,1.09472142,-0.0840,0.00570643
00.66249999,AA,AX,743106.9375,-1681911.5000,1.09497187,-0.0520,0.00550931
00.66527778,AA,AX,742777.0000,-1681792.0000,1.09502545,0.7323,0.00553619
00.66805556,AA,AX,742446.8125,-1681672.6250,1.09525342,-0.3292,0.00563330
00.67083335,AA,AX,742130.1875,-1681558.3750,1.09519657,0.7281,0.00607205
00.67361109,AA,AX,741807.3125,-1681442.1250,1.09496913,0.1577,0.00564893
00.67638887,AA,AX,741494.0000,-1681329.3750,1.09514163,0.0359,0.00599945
00.67916666,AA,AX,741155.6250,-1681207.8750,1.09497975,-0.9276,0.00571678
00.68194444,AA,AX,740827.6875,-1681090.3750,1.09505283,0.8126,0.00580128
00.68472223,AA,AX,740506.0625,-1680975.2500,1.09513012,-0.3416,0.00583866
00.68750001,AA,AX,740173.0000,-1680856.3750,1.09524386,-1.4325,0.00721086
00.69027780,AA,AX,739846.1875,-1680739.7500,1.09497666,-0.3883,0.00591899
00.69305554,AA,AX,739557.3125,-1680636.8750,1.09483337,0.6636,0.00650084
00.69583333,AA,AX,739113.4375,-1680479.2500,1.09440598,-2.2889,0.01084884
00.70138890,AA,AX,738458.2500,-1680247.1250,1.09444226,-0.1169,0.00837151
00.70416668,AA,AX,738220.0000,-1680162.8750,1.09435088,0.2429,0.00591419
00.70694447,AA,AX,737884.9375,-1680044.6250,1.09480878,-0.5670,0.00590296
00.70972221,AA,AX,737565.3125,-1679931.8750,1.09449013,0.7891,0.00590733
00.71249999,AA,AX,737226.9375,-1679812.8750,1.09459699,-0.8071,0.00555578
00.71527778,AA,AX,736895.0000,-1679696.2500,1.09451491,0.2473,0.00596620
00.71805556,AA,AX,736544.1875,-1679573.2500,1.09460183,0.4536,0.00597419
00.72083335,AA,AX,736228.3750,-1679462.7500,1.09435289,-0.1803,0.00578641
00.72638887,AA,AX,735563.7500,-1679230.6250,1.09433045,0.9300,0.00584315
00.72916666,AA,AX,735258.1250,-1679124.2500,1.09419839,-0.4984,0.00591621
00.73194444,AA,AX,734922.6250,-1679007.6250,1.09438404,0.8150,0.00605478
00.73472223,AA,AX,734734.3750,-1678942.1250,1.09427756,0.3543,0.02770843
00.88749996,AA,AX,715549.8125,-1672582.5000,1.09483796,-0.6745,0.00806562
00.89027774,AA,AX,715320.0000,-1672509.7500,1.09503901,-0.9665,0.00585104
00.89583331,AA,AX,714579.3750,-1672275.7500,1.09510423,-0.7104,0.00549055
00.89861110,AA,AX,714247.3750,-1672171.0000,1.09449629,0.6756,0.00556323
00.90138888,AA,AX,713876.0625,-1672054.1250,1.09502677,0.4363,0.00544869
00.90416667,AA,AX,713524.6875,-1671943.7500,1.09453929,0.4134,0.00549163
00.90694445,AA,AX,713163.9375,-1671830.6250,1.09461871,-0.4896,0.00536149
00.90972224,AA,AX,712816.1250,-1671721.6250,1.09445607,1.3443,0.00584232
00.91250002,AA,AX,712441.1875,-1671604.3750,1.09496398,-0.5250,0.00540141
00.91527781,AA,AX,712090.0000,-1671494.7500,1.09487807,0.3616,0.00533948
00.91805559,AA,AX,711747.6875,-1671388.0000,1.09474570,-0.4198,0.00606829
00.92083329,AA,AX,711285.9375,-1671244.2500,1.09405238,-0.6008,0.00941355
00.92638886,AA,AX,710642.1875,-1671044.5000,1.09423991,0.9428,0.00609827
00.92916664,AA,AX,710292.5625,-1670936.2500,1.09434038,-0.9251,0.00585581
00.94305557,AA,AX,708524.3750,-1670391.0000,1.09364531,-0.5248,0.00715199
00.94583336,AA,AX,708040.6875,-1670242.6250,1.09424597,-2.4757,0.00991108
00.94861114,AA,AX,707773.8750,-1670160.8750,1.09394366,0.4026,0.00634324
00.95138893,AA,AX,707336.2500,-1670027.1250,1.09469612,-1.1098,0.00813284
00.95416671,AA,AX,707115.8125,-1669959.7500,1.09392391,-0.3734,0.00831901
00.95694441,AA,AX,706596.0625,-1669801.2500,1.09447711,-0.6042,0.00732386
00.95972219,AA,AX,706308.0625,-1669713.6250,1.09432294,-0.3277,0.00591824
00.96249998,AA,AX,705939.5625,-1669601.6250,1.09478408,-1.0850,0.00543050
00.96527776,AA,AX,705574.3125,-1669490.7500,1.09414625,1.3517,0.00577660
00.97361112,AA,AX,704496.3750,-1669164.6250,1.09501470,0.8944,0.00555002
00.97638890,AA,AX,704108.9375,-1669047.8750,1.09490163,-1.2599,0.00559535
00.97916669,AA,AX,703742.5000,-1668937.5000,1.09448261,0.6303,0.00543663
00.98194447,AA,AX,703389.7500,-1668831.5000,1.09430396,0.8134,0.00579364
00.98472226,AA,AX,703183.8125,-1668769.7500,1.09410466,-0.2158,0.02828867
01.03472221,AA,AX,696254.6875,-1666720.2500,1.09448904,1.4489,0.00849071
01.03749999,AA,AX,695938.1250,-1666628.1250,1.09488107,-0.0101,0.00524816
01.04027778,AA,AX,695563.7500,-1666519.2500,1.09471240,-0.9236,0.00570707
01.04305556,AA,AX,695197.0000,-1666412.6250,1.09467347,0.1214,0.00549217
01.04583335,AA,AX,694811.3750,-1666300.8750,1.09491255,-0.1108,0.00534656
01.05138892,AA,AX,694061.3750,-1666083.8750,1.09514264,-0.2730,0.00553895
01.05416670,AA,AX,693704.0000,-1665980.7500,1.09522250,-1.5807,0.00556374
01.05694440,AA,AX,693270.5625,-1665855.7500,1.09526764,0.9708,0.00675373
01.05972219,AA,AX,692954.1250,-1665764.7500,1.09463134,-0.2410,0.00641731
01.06249997,AA,AX,692556.0625,-1665650.3750,1.09506858,0.3838,0.00558996
01.06527776,AA,AX,692182.1875,-1665543.1250,1.09492302,-0.9903,0.00543509
01.06805554,AA,AX,691795.5000,-1665432.3750,1.09479466,-0.4305,0.00532619
01.07083333,AA,AX,691398.2500,-1665318.7500,1.09485719,0.5478,0.00758646
01.07361111,AA,AX,691015.3125,-1665209.3750,1.09510027,0.1870,0.00543820
01.07638890,AA,AX,690639.0000,-1665102.1250,1.09502821,0.2243,0.00572571
01.07916668,AA,AX,690287.4375,-1665002.1250,1.09471539,0.6584,0.00568504
01.08194447,AA,AX,689836.0000,-1664873.7500,1.09494941,0.1400,0.00630549
01.08472225,AA,AX,689512.7500,-1664782.0000,1.09476553,0.4529,0.00513466
01.09027782,AA,AX,688748.8125,-1664565.7500,1.09461878,0.8726,0.00511500
01.09305552,AA,AX,688366.3750,-1664457.7500,1.09467646,-0.1726,0.00508088
01.09861109,AA,AX,687600.2500,-1664241.8750,1.09490876,-0.0862,0.00504280
01.10138887,AA,AX,687216.6250,-1664134.0000,1.09460245,0.3556,0.00517404
01.10416666,AA,AX,686838.4375,-1664027.8750,1.09456061,-1.0947,0.00546920
01.10694444,AA,AX,686452.4375,-1663919.6250,1.09470493,-0.3067,0.00674475
01.10972223,AA,AX,686059.1250,-1663809.5000,1.09464377,0.6024,0.00531989
01.11250001,AA,AX,685675.3125,-1663702.2500,1.09457832,0.7301,0.00534867
01.12361115,AA,AX,684137.1875,-1663274.1250,1.09473594,-0.7257,0.00519924
01.12638885,AA,AX,683757.6875,-1663168.8750,1.09472271,0.0637,0.00520711
01.12916663,AA,AX,683357.4375,-1663058.1250,1.09469468,0.8046,0.00526046
01.13194442,AA,AX,682964.8750,-1662949.6250,1.09455118,0.7023,0.00511466
01.13472220,AA,AX,682770.8750,-1662896.0000,1.09448808,-0.3135,0.02571152
01.35138890,AX,MG,1869163008.0000,-4941014016.0000,0.18405368,-11.4381,0.08471745
01.35416669,AA,AX,650730.8750,-1654570.6250,1.09504912,-0.0523,0.00627751
01.35416669,AA,MG,1871446016.0000,-4942407168.0000,0.21335633,-1.5556,0.00845917
01.35416669,AX,MG,1870948736.0000,-4940728320.0000,0.22043519,-3.7315,0.06373949
01.35694447,AA,AX,650378.0000,-1654484.3750,1.09474264,1.2516,0.00537660
01.35694447,AA,MG,1873387392.0000,-4942096384.0000,0.17244612,-2.0326,0.00605244
01.35694447,AX,MG,1872732800.0000,-4940442624.0000,0.16456606,7.2449,0.08585400
01.35972226,AA,AX,649960.0000,-1654382.2500,1.09477251,-1.4678,0.00526951
01.35972226,AA,MG,1875222528.0000,-4941801472.0000,0.25660118,0.2454,0.00827389
01.36250004,AA,AX,649534.2500,-1654278.3750,1.09478143,1.3303,0.00603296
01.36250004,AA,MG,1876966400.0000,-4941521408.0000,0.22275898,-1.3466,0.00745614
01.36250004,AX,MG,1876419072.0000,-4939850752.0000,0.24020494,12.2903,0.07457531
01.36527774,AA,MG,1878879360.0000,-4941213184.0000,0.23113053,-0.8052,0.00791081
01.36527774,AX,MG,1878171264.0000,-4939568640.0000,0.22774953,10.2079,0.06433356
01.36805552,AA,MG,1880616576.0000,-4940933120.0000,0.23209051,0.6316,0.00794522
01.36805552,AX,MG,1879955968.0000,-4939280896.0000,0.19990526,-9.8431,0.06544502
01.37083331,AA,MG,1882513536.0000,-4940626432.0000,0.25184108,3.7534,0.00910343
01.37361109,AA,AX,647866.0625,-1653873.0000,1.09492090,0.0134,0.00501269
01.37361109,AA,MG,1884271488.0000,-4940342272.0000,0.22015260,0.2182,0.00686878
01.37361109,AX,MG,1883538688.0000,-4938702336.0000,0.23102519,-22.4867,0.07192760
01.37638888,AA,AX,647447.1250,-1653771.5000,1.09493829,-0.9614,0.00519310
01.37638888,AA,MG,1886126464.0000,-4940041728.0000,0.18690362,2.1509,0.00600333
01.37638888,AX,MG,1885419904.0000,-4938397696.0000,0.18828293,-23.2547,0.08106412
01.37916666,AA,AX,647015.8750,-1653667.2500,1.09499621,-0.3118,0.00507111
01.37916666,AA,MG,1887822208.0000,-4939766784.0000,0.17470154,0.8990,0.00555261
01.37916666,AX,MG,1887217536.0000,-4938106368.0000,0.16517986,-16.5336,0.08951069
01.38194445,AA,AX,646591.8125,-1653565.0000,1.09489211,0.7871,0.00523214
01.38194445,AA,MG,1889717632.0000,-4939458560.0000,0.21533298,2.4609,0.00825293
01.38194445,AX,MG,1889003776.0000,-4937816064.0000,0.19735079,9.7385,0.06872643
01.38472223,AA,MG,1891510656.0000,-4939166720.0000,0.17151250,-1.6612,0.00566067
01.38472223,AX,MG,1890853120.0000,-4937515520.0000,0.17982131,-4.7241,0.08672570
01.38750002,AA,AX,645759.2500,-1653364.3750,1.09493978,-0.2309,0.00500128
01.38750002,AA,MG,1893273728.0000,-4938879488.0000,0.16987448,1.3175,0.00579562
01.38750002,AX,MG,1892648704.0000,-4937222656.0000,0.16970376,-22.2722,0.09019285
01.39027780,AA,AX,645335.8750,-1653262.7500,1.09482650,0.2128,0.00517106
01.39027780,AA,MG,1895132032.0000,-4938576384.0000,0.16772318,-0.2137,0.00535080
01.39305559,AA,AX,644929.0625,-1653165.0000,1.09479383,0.0149,0.00508126
01.39305559,AA,MG,1896824192.0000,-4938299392.0000,0.17578546,-2.0973,0.00644530
01.39305559,AX,MG,1896110080.0000,-4936657920.0000,0.16162529,29.7933,0.09109632
01.39583337,AA,AX,644501.1250,-1653062.5000,1.09497635,-0.3267,0.00496606
01.39861107,AA,AX,644087.6875,-1652963.6250,1.09486111,-0.8728,0.00513159
01.39861107,AA,MG,1900454784.0000,-4937704960.0000,0.18844861,-4.2444,0.00615219
01.39861107,AX,MG,1899796736.0000,-4936053760.0000,0.18854352,-7.1292,0.08699889
01.40138885,AA,MG,1902370688.0000,-4937390080.0000,0.18745973,-0.5452,0.00673815
01.40138885,AX,MG,1901607296.0000,-4935756800.0000,0.20947508,0.2244,0.09046197
01.40416664,AA,MG,1904032384.0000,-4937116672.0000,0.19704465,4.3958,0.00707936
01.40416664,AX,MG,1903399936.0000,-4935462400.0000,0.20414871,-3.8746,0.07747138
01.40694442,AA,AX,642795.3750,-1652655.3750,1.09496899,-1.4121,0.00577641
01.40694442,AA,MG,1905818240.0000,-4936822784.0000,0.18839608,4.8742,0.00663705
01.40694442,AX,MG,1905194112.0000,-4935166976.0000,0.13502894,-31.2763,0.08449506
01.40972221,AA,AX,642398.0000,-1652560.8750,1.09482100,-1.1141,0.00603158
01.40972221,AA,MG,1907587200.0000,-4936530944.0000,0.16675942,2.0438,0.00593360
01.41249999,AA,MG,1909415552.0000,-4936228864.0000,0.17495930,-0.4309,0.00608459
01.41249999,AX,MG,1908816512.0000,-4934568960.0000,0.17273570,-12.8762,0.07575853
01.41527778,AA,AX,641547.5625,-1652359.0000,1.09506012,0.1364,0.00519257
01.41527778,AA,MG,1911193984.0000,-4935934464.0000,0.16587421,0.6377,0.00558705
01.41527778,AX,MG,1910605440.0000,-4934273536.0000,0.14804276,-18.8938,0.08554289
01.41805556,AA,AX,641121.3750,-1652258.1250,1.09502034,0.2077,0.00529407
01.42083335,AA,AX,640683.7500,-1652154.6250,1.09502305,0.4701,0.00511113
01.42083335,AA,MG,1914795648.0000,-4935336960.0000,0.19845775,-2.3686,0.00669153
01.42083335,AX,MG,1914218112.0000,-4933674496.0000,0.19429369,13.1550,0.07701431
01.42361113,AA,AX,640262.9375,-1652055.3750,1.09497456,-0.1320,0.00508377
01.42361113,AA,MG,1916608000.0000,-4935035904.0000,0.18055584,6.0000,0.00625917
01.42361113,AX,MG,1915901056.0000,-4933394944.0000,0.19863301,-23.0537,0.08578223
01.42638892,AA,AX,639846.1250,-1651957.1250,1.09459167,1.2270,0.00523615
01.42638892,AA,MG,1918411776.0000,-4934735872.0000,0.21730864,-3.1352,0.00746147
01.42638892,AX,MG,1917644672.0000,-4933104640.0000,0.23482373,12.1472,0.07217167
01.42916670,AA,AX,639449.5000,-1651863.7500,1.09436175,-1.4090,0.00612775
01.42916670,AA,MG,1920325120.0000,-4934416896.0000,0.22662490,-2.9098,0.00874659
01.42916670,AX,MG,1919466624.0000,-4932801536.0000,0.27041931,-9.3885,0.06725732
01.43194440,AA,AX,639074.6250,-1651775.6250,1.09444439,0.7009,0.01095888
01.43194440,AA,MG,1921958784.0000,-4934144000.0000,0.20975012,-3.3838,0.00791357
01.43194440,AX,MG,1921339904.0000,-4932488704.0000,0.22281265,9.3897,0.07278702
01.43472219,AA,AX,638554.5000,-1651653.5000,1.09457525,-0.4071,0.00520455
01.43472219,AA,MG,1923738752.0000,-4933846528.0000,0.22524436,4.2857,0.00801297
01.43472219,AX,MG,1923055232.0000,-4932201984.0000,0.24601111,8.7045,0.07002949
01.43749997,AA,AX,638130.4375,-1651554.1250,1.09436047,0.1310,0.00533154
01.43749997,AA,MG,1925465728.0000,-4933557248.0000,0.24033079,0.5855,0.00778763
01.43749997,AX,MG,1924844416.0000,-4931902976.0000,0.21427121,-14.8369,0.06247988
01.44027776,AA,AX,637709.2500,-1651455.6250,1.09481910,-0.4230,0.00493126
01.44027776,AA,MG,1927286912.0000,-4933251584.0000,0.25465130,5.4350,0.00803330
01.44027776,AX,MG,1926712960.0000,-4931589632.0000,0.26535129,-46.5081,0.06109215
01.44305554,AA,AX,637282.6250,-1651355.8750,1.09479660,0.5391,0.00543556
01.44305554,AA,MG,1929097344.0000,-4932947456.0000,0.24498611,-1.2644,0.00813906
01.44305554,AX,MG,1928475776.0000,-4931293696.0000,0.26629584,1.3677,0.06920283
01.44583333,AA,AX,636867.4375,-1651259.0000,1.09473760,0.6112,0.00523406
01.44583333,AA,MG,1930889216.0000,-4932645888.0000,0.21112543,-3.8822,0.00703184
01.44583333,AX,MG,1930177024.0000,-4931007488.0000,0.22454150,0.3516,0.06781596
01.44861111,AA,AX,636413.5000,-1651153.2500,1.09437453,1.1381,0.00543892
01.44861111,AA,MG,1932614272.0000,-4932355584.0000,0.25641472,-3.6776,0.00939355
01.44861111,AX,MG,1932021760.0000,-4930696704.0000,0.27854967,-16.1155,0.05832560
01.45138890,AA,AX,636203.1875,-1651104.3750,1.09451704,0.1658,0.02550984
01.45138890,AA,MG,1933566464.0000,-4932195328.0000,0.25341837,1.2310,0.03772740
01.50138885,AA,MG,1966288768.0000,-4926596608.0000,0.19103399,-3.4586,0.00619368
01.50416672,AA,AX,627670.8125,-1649148.6250,1.09478206,-0.5056,0.00736578
01.50416672,AA,MG,1968020992.0000,-4926296064.0000,0.19432785,-0.8791,0.00632855
01.50416672,AX,MG,1967881856.0000,-4924561920.0000,0.18082262,-28.2909,0.11330449
01.50694442,AA,AX,627322.5625,-1649070.1250,1.09458347,-0.8851,0.00602352
01.50694442,AA,MG,1969709696.0000,-4926002176.0000,0.20531878,2.4219,0.00655350
01.50694442,AX,MG,1969059072.0000,-4924357120.0000,0.22124414,-44.3239,0.07453076
01.50972229,AA,AX,626921.8125,-1648979.7500,1.09473002,-0.1036,0.00477518
01.50972229,AA,MG,1971487616.0000,-4925692416.0000,0.22621714,0.5944,0.00663550
01.50972229,AX,MG,1970896128.0000,-4924037632.0000,0.21846830,23.8473,0.06961646
01.51249999,AA,AX,626485.9375,-1648881.5000,1.09465275,-1.1988,0.00486126
01.51249999,AX,MG,1972641280.0000,-4923733504.0000,0.26822829,12.4727,0.06564981
01.51527786,AA,AX,626049.7500,-1648783.5000,1.09478241,0.8068,0.00483770
01.51527786,AA,MG,1975042816.0000,-4925072384.0000,0.19424242,-2.1256,0.00622392
01.51805556,AA,AX,625616.5000,-1648686.2500,1.09460965,-1.0229,0.00542267
01.51805556,AA,MG,1976865792.0000,-4924753408.0000,0.20959789,1.8323,0.00746209
01.51805556,AX,MG,1976141056.0000,-4923122176.0000,0.21778413,12.2350,0.06737031
01.52361113,AA,AX,624708.4375,-1648482.8750,1.09469800,-1.1718,0.00562006
01.52361113,AA,MG,1980281472.0000,-4924154880.0000,0.22217336,-0.6406,0.00702642
01.52361113,AX,MG,1979610496.0000,-4922514432.0000,0.23356847,-7.4007,0.06860551
01.52638882,AA,AX,624302.2500,-1648392.1250,1.09480397,0.0818,0.00527365
01.52638882,AA,MG,1982101760.0000,-4923834880.0000,0.19075000,-0.6547,0.00659535
01.52638882,AX,MG,1981438464.0000,-4922193408.0000,0.18176686,-28.9548,0.07527748
01.52916670,AA,MG,1983786240.0000,-4923538432.0000,0.21897719,-0.8233,0.00806905
01.52916670,AX,MG,1983137152.0000,-4921894912.0000,0.23728224,-4.1702,0.07609487
01.53194439,AA,AX,623447.8750,-1648201.5000,1.09491776,-0.0995,0.00530828
01.53194439,AA,MG,1985501824.0000,-4923236352.0000,0.19156503,3.6579,0.00592038
01.53194439,AX,MG,1984928640.0000,-4921579520.0000,0.22130498,-3.7970,0.07864687
01.53472227,AA,MG,1987266432.0000,-4922925056.0000,0.23439998,1.0171,0.00735030
01.53472227,AX,MG,1986580992.0000,-4921287680.0000,0.25322945,3.8516,0.06193345
01.53749996,AA,MG,1989018496.0000,-4922615296.0000,0.16424409,1.1148,0.00530485
01.54027784,AA,AX,622108.6250,-1647904.0000,1.09471689,-0.0452,0.00486750
01.54027784,AA,MG,1990822400.0000,-4922295808.0000,0.21645093,-1.5704,0.00666547
01.54027784,AX,MG,1990155904.0000,-4920655872.0000,0.22333744,-5.0257,0.06790797
01.54305553,AA,AX,621660.2500,-1647804.6250,1.09488830,-1.0817,0.00488100
01.54305553,AA,MG,1992509696.0000,-4921996800.0000,0.23249035,6.1301,0.00761216
01.54305553,AX,MG,1991760384.0000,-4920371712.0000,0.24257702,-19.3743,0.06588240
01.54583341,AA,AX,621224.7500,-1647708.3750,1.09469137,0.1530,0.00494046
01.54583341,AA,MG,1994246528.0000,-4921688576.0000,0.24018647,0.1292,0.00741697
01.54583341,AX,MG,1993550080.0000,-4920054272.0000,0.24635178,-20.4833,0.05801852
01.54861110,AA,AX,620927.3125,-1647642.6250,1.09468473,0.0470,0.00944549
01.54861110,AA,MG,1995916544.0000,-4921392128.0000,0.23657570,5.1112,0.00835029
01.54861110,AX,MG,1995357952.0000,-4919733248.0000,0.23830762,15.0159,0.05986968
01.55138880,AA,MG,1997871744.0000,-4921043968.0000,0.16789773,3.5804,0.00763767
01.55138880,AX,MG,1997176192.0000,-4919409664.0000,0.16113219,24.3341,0.05578290
01.55416667,AA,MG,1999511296.0000,-4920751104.0000,0.16995288,3.6238,0.00557648
01.55416667,AX,MG,1998846720.0000,-4919111680.0000,0.15968895,-28.6287,0.08444962
01.55694437,AA,AX,619254.3125,-1647274.2500,1.09516157,-0.8568,0.02441928
01.55694437,AA,MG,2001235840.0000,-4920443392.0000,0.18831080,-1.1273,0.00899706
01.55694437,AX,MG,2000630272.0000,-4918793728.0000,0.19621917,-4.0259,0.06628808
01.55972224,AA,AX,619027.5625,-1647224.5000,1.09481666,-0.8855,0.00511829
01.55972224,AA,MG,2002880000.0000,-4920149504.0000,0.17479929,-0.5917,0.00607874
01.55972224,AX,MG,2002250880.0000,-4918503936.0000,0.17416127,24.1143,0.08606198
01.56249994,AA,AX,618582.7500,-1647127.0000,1.09483445,0.2740,0.00501635
01.56249994,AA,MG,2004806528.0000,-4919804416.0000,0.20687943,5.3211,0.00743073
01.56249994,AX,MG,2004098688.0000,-4918173184.0000,0.21026922,-15.1901,0.06701997
01.56527781,AA,AX,618140.5000,-1647030.1250,1.09482111,0.3221,0.00500551
01.56527781,AA,MG,2006325632.0000,-4919532032.0000,0.20157123,0.0039,0.00731608
01.56527781,AX,MG,2005761024.0000,-4917875200.0000,0.21194336,-13.9855,0.06956325
01.56805551,AA,AX,617725.3750,-1646939.3750,1.09510587,-1.7486,0.00550450
01.56805551,AA,MG,2008162176.0000,-4919201792.0000,0.24208404,2.0814,0.00804987
01.56805551,AX,MG,2007581184.0000,-4917548544.0000,0.25362292,-29.7028,0.05781349
01.57083338,AA,MG,2009897984.0000,-4918889984.0000,0.19898861,-1.3170,0.00669451
01.57083338,AX,MG,2009272064.0000,-4917244416.0000,0.20695379,6.8021,0.06694118
01.57361108,AA,MG,2011615360.0000,-4918580224.0000,0.16247651,-2.6436,0.00520888
01.57638896,AA,AX,616376.7500,-1646645.3750,1.09472786,-1.1239,0.00541114
01.57638896,AA,MG,2013347328.0000,-4918267904.0000,0.18736757,2.7624,0.00671101
01.57638896,AX,MG,2012692608.0000,-4916627968.0000,0.16110555,-7.4352,0.07315891
