#SRC:M87,DATE(MJD):58230,FREQ:229.071GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
00.47916667,AX,GL,-2061789824.0000,-7030718976.0000,0.17887177,80.3630,0.09767592
00.48194446,AA,GL,-2059123072.0000,-7032722944.0000,0.01907192,44.3818,0.01383693
00.48194446,AA,AX,763244.1875,-1685797.7500,1.09444308,-0.6179,0.00581839
00.48472224,AA,GL,-2057170432.0000,-7033048576.0000,0.03562669,45.9832,0.01481566
00.48472224,AX,GL,-2057962368.0000,-7031357952.0000,0.16900413,33.1961,0.10155962
00.48749998,AX,GL,-2055998848.0000,-7031685632.0000,0.10619747,152.6368,0.10713698
00.49027777,AA,AX,762337.6250,-1685439.7500,1.09436761,-0.5368,0.00559434
00.49027777,AX,GL,-2054066304.0000,-7032007168.0000,0.06683687,-28.9852,0.11070019
00.49305555,AA,GL,-2051370624.0000,-7034013696.0000,0.02442274,118.2470,0.01397787
00.49305555,AA,AX,762034.6250,-1685320.3750,1.09455166,-0.5266,0.00551562
00.49305555,AX,GL,-2052132608.0000,-7032328192.0000,0.11804714,-116.4272,0.09798371
00.49583334,AA,GL,-2049465216.0000,-7034329600.0000,0.02670791,64.1843,0.01405024
00.49583334,AA,AX,761731.2500,-1685201.2500,1.09460828,-0.4568,0.00555451
00.49583334,AX,GL,-2050197888.0000,-7032649216.0000,0.11988956,152.0772,0.10023305
00.49861112,AA,AX,761427.4375,-1685082.0000,1.09455084,-0.4410,0.00555524
00.49861112,AX,GL,-2048262144.0000,-7032969728.0000,0.12895062,115.9328,0.10729151
00.50138891,AA,GL,-2045525376.0000,-7034981376.0000,0.03551702,72.6808,0.01388061
00.50138891,AA,AX,761123.1875,-1684962.8750,1.09463913,-0.4636,0.00551416
00.50138891,AX,GL,-2046325248.0000,-7033290240.0000,0.05630351,17.4598,0.10068273
00.50416665,AA,AX,760818.5625,-1684843.8750,1.09463653,-0.4622,0.00557055
00.50694443,AA,GL,-2041687680.0000,-7035614720.0000,0.03205752,106.8190,0.01443551
00.50694443,AA,AX,760513.5625,-1684724.8750,1.09441467,-0.3315,0.00582092
00.50694443,AX,GL,-2042448256.0000,-7033930240.0000,0.16253969,171.4825,0.10013668
00.50972222,AA,GL,-2039747840.0000,-7035934208.0000,0.05408708,57.8668,0.01663285
00.51250000,AA,GL,-2037806976.0000,-7036253184.0000,0.04039317,36.0924,0.01484472
00.51250000,AX,GL,-2038566912.0000,-7034568704.0000,0.13377026,25.3462,0.09605372
00.51527779,AA,AX,759594.5000,-1684367.3750,1.09469112,-0.3575,0.00568666
00.51527779,AA,GL,-2035864960.0000,-7036571648.0000,0.03862441,28.4943,0.01391562
00.51805557,AA,GL,-2033883008.0000,-7036896768.0000,0.03398018,126.0354,0.01316336
00.51805557,AA,AX,759289.4375,-1684249.2500,1.09459855,-0.2302,0.00553314
00.51805557,AX,GL,-2034700544.0000,-7035202560.0000,0.08150082,-145.8235,0.10876840
00.52083331,AA,AX,758982.3750,-1684130.3750,1.09459152,-0.2318,0.00547700
00.52083331,AX,GL,-2032736640.0000,-7035524096.0000,0.14599716,-93.6782,0.09430873
00.52361110,AA,GL,-2030032512.0000,-7037526016.0000,0.03655266,57.3845,0.01377121
00.52361110,AX,GL,-2030761984.0000,-7035846656.0000,0.18489348,80.0641,0.10435229
00.52638888,AA,AX,758367.0625,-1683893.0000,1.09451887,-0.1027,0.00546682
00.52916667,AA,GL,-2026138752.0000,-7038160896.0000,0.04568542,82.7595,0.01397139
00.52916667,AA,AX,758058.8125,-1683774.3750,1.09453055,-0.1408,0.00544023
00.52916667,AX,GL,-2026867584.0000,-7036482048.0000,0.11445564,-63.9300,0.09851101
00.53194445,AA,GL,-2024190208.0000,-7038477824.0000,0.05073621,117.7656,0.01303801
00.53194445,AA,AX,757750.1875,-1683655.7500,1.09445152,-0.1188,0.00548880
00.53194445,AX,GL,-2024947968.0000,-7036793856.0000,0.12133651,159.7423,0.10424494
00.53472224,AA,GL,-2022230912.0000,-7038795776.0000,0.04405972,96.9678,0.01519353
00.53472224,AA,AX,757441.1250,-1683537.2500,1.09460704,-0.0489,0.00541314
00.53749998,AA,AX,757141.8750,-1683422.6250,1.09438491,0.0030,0.00581721
00.53749998,AA,GL,-2020290048.0000,-7039110656.0000,0.03530144,38.4388,0.01367345
00.53749998,AX,GL,-2021037312.0000,-7037428736.0000,0.09243024,179.8998,0.10288302
00.54027776,AA,GL,-2018283904.0000,-7039435264.0000,0.04627698,85.7226,0.01486556
00.54027776,AA,AX,756821.7500,-1683300.2500,1.09435062,0.0165,0.00555715
00.54027776,AX,GL,-2019095168.0000,-7037743104.0000,0.12242843,173.2909,0.09616453
00.54305555,AA,AX,756511.5000,-1683181.8750,1.09451093,0.0391,0.00550241
00.54305555,AX,GL,-2017115904.0000,-7038063104.0000,0.12856376,47.6546,0.09887543
00.54583333,AA,GL,-2014457728.0000,-7040053248.0000,0.03310730,82.4226,0.01393676
00.54583333,AA,AX,756200.8125,-1683063.5000,1.09464742,0.1138,0.00551468
00.54583333,AX,GL,-2015187840.0000,-7038374400.0000,0.15651683,151.4924,0.09939943
00.54861112,AA,GL,-2012476672.0000,-7040372736.0000,0.04061610,124.5516,0.01524036
00.54861112,AA,AX,755889.7500,-1682945.1250,1.09424073,0.1661,0.00570445
00.54861112,AX,GL,-2013232640.0000,-7038689792.0000,0.12597843,-10.7385,0.09202302
00.55138890,AA,AX,755584.0000,-1682829.1250,1.09404938,0.1347,0.00598222
00.55138890,AA,GL,-2010520704.0000,-7040687616.0000,0.04039503,74.0912,0.01347389
00.55138890,AX,GL,-2011276288.0000,-7039004672.0000,0.11537761,162.6627,0.10684182
00.55416664,AA,AX,755262.7500,-1682707.3750,1.09417804,0.1663,0.00594984
00.55416664,AX,GL,-2009325440.0000,-7039318016.0000,0.12201044,-9.8816,0.08900092
00.55694443,AA,GL,-2006605440.0000,-7041315840.0000,0.03850099,49.2979,0.01397046
00.55972221,AA,GL,-2004646272.0000,-7041629696.0000,0.04796350,48.2465,0.01614538
00.55972221,AA,AX,754641.4375,-1682472.5000,1.09435000,0.2092,0.00579515
00.56250000,AA,AX,754328.3750,-1682354.3750,1.09421977,0.2839,0.00576463
00.56527779,AA,AX,754018.0000,-1682237.6250,1.09433126,0.2700,0.00578117
00.56527779,AA,GL,-2000724608.0000,-7042256384.0000,0.04087136,108.5718,0.01398969
00.56527779,AX,GL,-2001452544.0000,-7040578560.0000,0.11071751,166.4429,0.10087031
00.56805557,AA,GL,-1998768640.0000,-7042568704.0000,0.04466173,74.1289,0.01288918
00.56805557,AA,AX,753701.0000,-1682118.3750,1.09430519,0.2809,0.00563560
00.57083336,AA,GL,-1996798720.0000,-7042882048.0000,0.02921193,80.1893,0.01537368
00.57083336,AA,AX,753386.6875,-1682000.5000,1.09424335,0.3055,0.00561450
00.57361110,AA,GL,-1994834176.0000,-7043194368.0000,0.03151532,38.8861,0.01272199
00.57361110,AX,GL,-1995587200.0000,-7041512448.0000,0.07412016,-166.5871,0.10732582
00.57638888,AA,GL,-1992868608.0000,-7043506176.0000,0.04666974,71.8970,0.01434159
00.57638888,AX,GL,-1993621376.0000,-7041824768.0000,0.09940354,-52.8440,0.09084086
00.57916667,AA,GL,-1990901888.0000,-7043817984.0000,0.03644808,36.2395,0.01325153
00.57916667,AA,AX,752441.4375,-1681647.1250,1.09425989,0.4290,0.00548343
00.57916667,AX,GL,-1991654400.0000,-7042136576.0000,0.09293687,-30.6815,0.10046149
00.58194445,AA,GL,-1988934272.0000,-7044129280.0000,0.03381078,77.6018,0.02350730
00.58194445,AX,GL,-1989689600.0000,-7042447360.0000,0.14388295,-177.1831,0.10331417
00.63472223,AA,AX,746047.9375,-1679302.2500,1.09441134,0.3093,0.00552717
00.63472223,AA,GL,-1951348096.0000,-7049987072.0000,0.03838708,-100.0798,0.01335715
00.63472223,AX,GL,-1952094208.0000,-7048307712.0000,0.17763862,-70.5747,0.09814388
00.63750002,AA,GL,-1949359488.0000,-7050292224.0000,0.04098266,-67.3361,0.01643134
00.63750002,AX,GL,-1950105216.0000,-7048612864.0000,0.03787642,-36.2121,0.08268717
00.64027776,AA,GL,-1947333248.0000,-7050602496.0000,0.03962828,51.0445,0.01610093
00.64027776,AA,AX,745399.8125,-1679068.8750,1.09419990,0.2301,0.00559600
00.64027776,AX,GL,-1948115200.0000,-7048918016.0000,0.13906276,80.4194,0.08390035
00.64305554,AA,GL,-1945379072.0000,-7050901504.0000,0.02239227,53.2660,0.01368538
00.64305554,AA,AX,745075.1250,-1678952.2500,1.09429476,0.2448,0.00560151
00.64583333,AA,GL,-1943387264.0000,-7051205632.0000,0.03663043,52.0186,0.01311587
00.64583333,AA,AX,744750.1250,-1678835.7500,1.09424785,0.2041,0.00557711
00.64583333,AX,GL,-1944131968.0000,-7049526784.0000,0.10368322,4.4409,0.10028530
00.64861111,AA,GL,-1941397760.0000,-7051509248.0000,0.03873821,12.4386,0.01268399
00.64861111,AA,AX,744424.6875,-1678719.1250,1.09487665,0.2347,0.00543888
00.64861111,AX,GL,-1942138880.0000,-7049830912.0000,0.07058997,23.0456,0.10309723
00.65138890,AA,GL,-1939400704.0000,-7051813376.0000,0.05585522,-54.8239,0.01591420
00.65138890,AA,AX,744098.8125,-1678602.7500,1.09479836,0.2209,0.00535402
00.65138890,AX,GL,-1940144768.0000,-7050135040.0000,0.18591440,177.4256,0.07915506
00.65416668,AA,GL,-1937405824.0000,-7052116480.0000,0.02448055,-52.0395,0.01445051
00.65416668,AA,AX,743772.6250,-1678486.2500,1.09456673,0.1495,0.00548565
00.65416668,AX,GL,-1938149632.0000,-7050438144.0000,0.12469817,151.5944,0.08925413
00.65694442,AA,GL,-1935449856.0000,-7052413440.0000,0.03588305,-53.1168,0.01295645
00.65694442,AA,AX,743446.0000,-1678370.0000,1.09453320,0.1511,0.00553100
00.65972221,AA,GL,-1933304576.0000,-7052738560.0000,0.02096930,-14.3798,0.01982741
00.65972221,AA,AX,743119.0000,-1678253.6250,1.09456589,0.1260,0.00556012
00.65972221,AX,GL,-1934145408.0000,-7051045888.0000,0.10316241,54.9258,0.12886564
00.66249999,AA,GL,-1931415040.0000,-7053024768.0000,0.04758804,42.2545,0.01768660
00.66249999,AA,AX,742791.5625,-1678137.3750,1.09490916,0.0834,0.00542810
00.66249999,AX,GL,-1932157824.0000,-7051346432.0000,0.09289070,95.9004,0.13935832
00.66527778,AA,AX,742461.5625,-1678020.3750,1.09493253,0.1358,0.00557590
00.66527778,AA,GL,-1929416064.0000,-7053326848.0000,0.08905200,88.9181,0.01678001
00.66527778,AX,GL,-1930158592.0000,-7051649024.0000,0.07569173,60.5981,0.14766262
00.66805556,AA,GL,-1927416064.0000,-7053628416.0000,0.05763415,67.5593,0.01854727
00.66805556,AA,AX,742135.5625,-1677905.0000,1.09514623,0.1860,0.00543006
00.66805556,AX,GL,-1928158208.0000,-7051950592.0000,0.15093158,36.5838,0.13274337
00.67083335,AA,GL,-1925415040.0000,-7053929984.0000,0.05070127,29.6249,0.01885105
00.67083335,AA,AX,741806.9375,-1677788.8750,1.09525513,0.0596,0.00543127
00.67083335,AX,GL,-1926156800.0000,-7052252160.0000,0.15482258,61.1797,0.13038334
00.67361109,AA,GL,-1923412992.0000,-7054231040.0000,0.06600138,84.7335,0.01805794
00.67361109,AA,AX,741477.9375,-1677672.8750,1.09494794,0.1072,0.00571061
00.67361109,AX,GL,-1924154496.0000,-7052553728.0000,0.13891116,102.5212,0.14291702
00.67638887,AA,GL,-1921409920.0000,-7054532096.0000,0.04663145,133.5466,0.01836578
00.67638887,AA,AX,741148.5625,-1677556.8750,1.09514976,0.0041,0.00561114
00.67638887,AX,GL,-1922151040.0000,-7052854272.0000,0.08822854,128.6455,0.13791591
00.67916666,AA,GL,-1919405824.0000,-7054832640.0000,0.00824258,-162.6433,0.01874864
00.67916666,AA,AX,740818.7500,-1677440.8750,1.09494710,0.1133,0.00561321
00.67916666,AX,GL,-1920146688.0000,-7053154816.0000,0.09601878,160.0175,0.13507590
00.68194444,AA,GL,-1917400704.0000,-7055132672.0000,0.04492192,-49.0059,0.01847384
00.68194444,AA,AX,740488.5625,-1677325.0000,1.09521581,-0.0098,0.00546227
00.68194444,AX,GL,-1918141184.0000,-7053455360.0000,0.14037718,19.5712,0.13333385
00.68472223,AA,GL,-1915394560.0000,-7055432704.0000,0.05299061,-42.0333,0.01995005
00.68472223,AA,AX,740158.0000,-1677209.2500,1.09511145,0.0216,0.00547535
00.68472223,AX,GL,-1916134784.0000,-7053755392.0000,0.19287300,95.0600,0.12370037
00.68750001,AA,GL,-1913387392.0000,-7055732224.0000,0.06528424,-35.6329,0.01715872
00.68750001,AA,AX,739827.0625,-1677093.3750,1.09545153,0.0495,0.00528484
00.68750001,AX,GL,-1914127232.0000,-7054054912.0000,0.09353244,-170.9687,0.13870146
00.69027780,AA,GL,-1911379200.0000,-7056031232.0000,0.04874644,38.9749,0.01922741
00.69027780,AA,AX,739495.6875,-1676977.6250,1.09493721,-0.0061,0.00562459
00.69027780,AX,GL,-1912118784.0000,-7054354432.0000,0.16545791,176.0842,0.13165814
00.69305554,AA,GL,-1909370112.0000,-7056330240.0000,0.04703342,96.3417,0.01850088
00.69305554,AA,AX,739163.9375,-1676862.0000,1.09420659,-0.1837,0.00586842
00.69305554,AX,GL,-1910109184.0000,-7054653440.0000,0.14010661,-175.7133,0.14272215
00.69583333,AA,AX,738834.8750,-1676747.5000,1.09404144,-0.0916,0.00739940
00.69583333,AA,GL,-1907359872.0000,-7056628736.0000,0.02156957,127.6015,0.01925718
00.69583333,AX,GL,-1908098688.0000,-7054951936.0000,0.09590878,-101.0002,0.14255038
00.69861111,AA,GL,-1905348608.0000,-7056927232.0000,0.03228884,-129.9950,0.02082225
00.69861111,AX,GL,-1906087168.0000,-7055250432.0000,0.25336704,-79.9670,0.13213971
00.70138890,AA,AX,738160.1875,-1676513.1250,1.09382028,-0.1054,0.00621040
00.70138890,AA,GL,-1903336320.0000,-7057225216.0000,0.06162112,-69.9093,0.02102195
00.70138890,AX,GL,-1904074496.0000,-7055548416.0000,0.20738104,174.5932,0.13022790
00.70416668,AA,GL,-1901323008.0000,-7057522688.0000,0.01440983,81.7134,0.01889926
00.70416668,AA,AX,737832.9375,-1676399.7500,1.09417264,-0.1013,0.00587740
00.70416668,AX,GL,-1902060928.0000,-7055846400.0000,0.12598073,75.8185,0.13992628
00.70694447,AA,GL,-1899308800.0000,-7057820160.0000,0.04596569,56.7229,0.01811835
00.70694447,AA,AX,737499.2500,-1676284.3750,1.09467408,-0.0917,0.00564883
00.70694447,AX,GL,-1900046336.0000,-7056143872.0000,0.00970794,-150.8244,0.14026486
00.70972221,AA,GL,-1897293568.0000,-7058117120.0000,0.02602830,87.2545,0.01890497
00.70972221,AA,AX,737165.1250,-1676169.0000,1.09420599,-0.1106,0.00575595
00.70972221,AX,GL,-1898030720.0000,-7056440832.0000,0.15423826,49.2873,0.13699779
00.71249999,AA,GL,-1895277312.0000,-7058414080.0000,0.00321811,102.6515,0.01831870
00.71249999,AA,AX,736830.6250,-1676053.6250,1.09451697,-0.1485,0.00559187
00.71249999,AX,GL,-1896014080.0000,-7056737792.0000,0.13131763,108.6005,0.13735064
00.71527778,AA,GL,-1893260032.0000,-7058710528.0000,0.04329022,79.8608,0.02118918
00.71527778,AA,AX,736495.7500,-1675938.3750,1.09446053,-0.2211,0.00559533
00.71527778,AX,GL,-1893996544.0000,-7057034240.0000,0.27099220,111.7835,0.11880942
00.71805556,AA,GL,-1891241728.0000,-7059006464.0000,0.05422753,54.2961,0.02122545
00.71805556,AX,GL,-1891977856.0000,-7057330688.0000,0.25097564,155.7286,0.11587464
00.72083335,AA,GL,-1889222400.0000,-7059302400.0000,0.04357154,7.7819,0.01808970
00.72083335,AA,AX,735824.8125,-1675708.0000,1.09423608,-0.3226,0.00560724
00.72083335,AX,GL,-1889958272.0000,-7057626624.0000,0.14409221,-79.1907,0.13945814
00.72361113,AA,GL,-1887202176.0000,-7059597824.0000,0.04663209,26.8184,0.01790954
00.72361113,AX,GL,-1887937664.0000,-7057922048.0000,0.15538518,85.2610,0.13242178
00.72638887,AA,GL,-1885180800.0000,-7059892736.0000,0.02758511,54.9101,0.01778657
00.72638887,AA,AX,735152.2500,-1675477.7500,1.09417932,-0.2947,0.00553245
00.72638887,AX,GL,-1885916032.0000,-7058217472.0000,0.13024203,49.3939,0.13999186
00.72916666,AA,GL,-1883158528.0000,-7060187648.0000,0.04375603,-60.1484,0.01778384
00.72916666,AA,AX,734815.4375,-1675362.7500,1.09396716,-0.3173,0.00564445
00.72916666,AX,GL,-1883893376.0000,-7058512384.0000,0.12330434,132.3119,0.14374843
00.73194444,AA,GL,-1881135232.0000,-7060482048.0000,0.08514598,-23.1504,0.02435603
00.73194444,AA,AX,734478.1875,-1675247.8750,1.09387344,-0.2681,0.00565178
00.73194444,AX,GL,-1881869696.0000,-7058806784.0000,0.26641733,-57.0800,0.10788677
00.88749996,AA,AX,714881.5625,-1668867.2500,1.09457285,0.3573,0.00742685
00.89027774,AA,AX,714615.6875,-1668784.5000,1.09456385,0.3096,0.00511938
00.89305553,AA,AX,714256.0625,-1668672.7500,1.09500314,0.2792,0.00506550
00.89583331,AA,AX,713896.1250,-1668561.0000,1.09486536,0.2498,0.00516034
00.89861110,AA,AX,713535.7500,-1668449.3750,1.09436602,0.2294,0.00541487
00.90138888,AA,AX,713175.0625,-1668337.7500,1.09487037,0.1740,0.00523970
00.90416667,AA,AX,712813.9375,-1668226.1250,1.09456649,0.1777,0.00547218
00.90694445,AA,AX,712452.5000,-1668114.5000,1.09486744,0.0955,0.00538580
00.90972224,AA,AX,712090.6250,-1668003.0000,1.09456000,0.1384,0.00562377
00.91527781,AA,AX,711365.7500,-1667780.2500,1.09509806,0.0723,0.00537615
00.91805559,AA,AX,711002.7500,-1667669.0000,1.09452677,-0.0001,0.00570325
00.92638886,AA,AX,709911.5000,-1667335.5000,1.09410336,-0.0665,0.00589522
00.92916664,AA,AX,709547.0000,-1667224.5000,1.09436981,-0.1146,0.00588917
00.94027779,AA,AX,708085.1875,-1666780.7500,1.09392844,-0.1750,0.00650345
00.94305557,AA,AX,707718.7500,-1666670.0000,1.09383478,-0.2058,0.00661222
00.94861114,AA,AX,706984.8750,-1666448.6250,1.09425219,-0.3115,0.00623749
00.95138893,AA,AX,706617.3125,-1666338.0000,1.09389320,-0.3680,0.00637529
00.95416671,AA,AX,706249.4375,-1666227.5000,1.09375728,-0.3374,0.00647255
00.95694441,AA,AX,705881.1875,-1666117.0000,1.09404770,-0.4068,0.00616314
00.95972219,AA,AX,705512.5000,-1666006.6250,1.09452803,-0.4113,0.00587306
00.96527776,AA,AX,704774.0625,-1665785.8750,1.09391453,-0.3896,0.00584646
00.97361112,AA,AX,703663.6250,-1665455.3750,1.09456491,-0.5088,0.00521898
00.97638890,AA,AX,703292.7500,-1665345.2500,1.09429473,-0.5887,0.00526879
00.97916669,AA,AX,702921.5000,-1665235.2500,1.09384568,-0.6196,0.00549889
00.98194447,AA,AX,702549.8125,-1665125.2500,1.09360081,-0.6009,0.00563290
01.03749999,AA,AX,695038.7500,-1662938.3750,1.09468881,-0.1759,0.00521138
01.04027778,AA,AX,694659.3125,-1662829.6250,1.09452089,-0.1620,0.00529988
01.04305556,AA,AX,694279.5000,-1662721.0000,1.09450262,-0.1880,0.00534549
01.04583335,AA,AX,693899.3125,-1662612.3750,1.09471364,-0.1503,0.00531008
01.05138892,AA,AX,693137.8125,-1662395.2500,1.09505990,-0.1009,0.00521455
01.05972219,AA,AX,691992.8125,-1662070.2500,1.09438840,-0.0974,0.00569902
01.06249997,AA,AX,691610.4375,-1661962.0000,1.09498079,-0.0576,0.00540142
01.06527776,AA,AX,691227.6250,-1661853.7500,1.09486929,-0.0143,0.00534715
01.06805554,AA,AX,690844.5000,-1661745.6250,1.09468305,-0.0599,0.00539132
01.07083333,AA,AX,690461.0000,-1661637.5000,1.09455837,0.0091,0.00541131
01.07361111,AA,AX,690077.1250,-1661529.5000,1.09511318,-0.0808,0.00512020
01.07638890,AA,AX,689692.8750,-1661421.6250,1.09482065,-0.0135,0.00521928
01.07916668,AA,AX,689308.2500,-1661313.7500,1.09454597,0.0087,0.00531074
01.08194447,AA,AX,688923.3125,-1661205.8750,1.09465218,0.0066,0.00519069
01.08472225,AA,AX,688538.0000,-1661098.1250,1.09467348,0.0231,0.00516445
01.09027782,AA,AX,687766.1875,-1660882.7500,1.09450192,0.0504,0.00515404
01.09305552,AA,AX,687379.7500,-1660775.1250,1.09452794,0.0837,0.00514012
01.09861109,AA,AX,686605.8125,-1660560.1250,1.09478779,0.0511,0.00507833
01.10138887,AA,AX,686218.3125,-1660452.7500,1.09449525,0.1214,0.00523190
01.10416666,AA,AX,685830.3750,-1660345.3750,1.09438809,0.0693,0.00543496
01.10972223,AA,AX,685053.5000,-1660130.8750,1.09452946,0.0986,0.00526085
01.11250001,AA,AX,684664.5625,-1660023.7500,1.09445789,0.1609,0.00525370
01.12361115,AA,AX,683104.9375,-1659595.6250,1.09450770,0.1255,0.00505263
01.12638885,AA,AX,682714.1250,-1659488.7500,1.09451178,0.1738,0.00502460
01.12916663,AA,AX,682323.0000,-1659382.0000,1.09455939,0.2356,0.00498061
01.13194442,AA,AX,681931.4375,-1659275.2500,1.09438227,0.1962,0.00507591
01.35138890,AA,AX,649872.1250,-1651041.3750,1.09501782,0.0482,0.00504898
01.35138890,AA,GL,-1406995840.0000,-7117977600.0000,0.09947403,1.1654,0.02586366
01.35138890,AX,GL,-1407645824.0000,-7116326400.0000,0.42129656,18.1452,0.40795667
01.35138890,GL,MG,3287875328.0000,2175790848.0000,0.67991373,-80.4860,0.44836441
01.35416669,AA,MG,1882662528.0000,-4941888512.0000,0.20371560,-0.0973,0.00640863
01.35416669,AA,GL,-1404776320.0000,-7118197760.0000,0.09361585,-83.6732,0.03050878
01.35416669,AA,AX,649452.3125,-1650939.6250,1.09504976,0.0285,0.00499535
01.35416669,AX,MG,1882031232.0000,-4940234240.0000,0.19761977,6.5084,0.07042742
01.35416669,GL,MG,3287457024.0000,2176312320.0000,0.33510158,-31.9392,0.43874022
01.35694447,AA,GL,-1402526336.0000,-7118419968.0000,0.09341446,-13.8955,0.02532874
01.35694447,AA,MG,1884486656.0000,-4941590528.0000,0.15612059,0.2028,0.00509108
01.35694447,AA,AX,649032.0625,-1650838.1250,1.09466565,0.0045,0.00516731
01.35694447,AX,MG,1883849600.0000,-4939937792.0000,0.13530739,36.1180,0.09179371
01.35694447,GL,MG,3287042816.0000,2176826880.0000,0.44001706,0.3811,0.43163751
01.35972226,AA,MG,1886291584.0000,-4941295616.0000,0.22865605,0.7661,0.00729098
01.35972226,AA,AX,648611.5000,-1650736.5000,1.09460810,0.0142,0.00521765
01.35972226,AX,GL,-1400946560.0000,-7116989440.0000,0.34943517,173.0776,0.31046410
01.35972226,AX,MG,1885643008.0000,-4939644928.0000,0.23506603,-4.7191,0.06334925
01.35972226,GL,MG,3286626816.0000,2177341184.0000,0.45442235,-101.3765,0.43410542
01.36250004,AA,MG,1888095616.0000,-4941000192.0000,0.23996352,0.0929,0.00741657
01.36250004,AA,AX,648190.6250,-1650635.1250,1.09460558,0.0108,0.00515876
01.36250004,AX,MG,1887447424.0000,-4939349504.0000,0.25150219,7.7521,0.06147061
01.36250004,AX,GL,-1398761344.0000,-7117204992.0000,0.29405232,-164.9898,0.28199179
01.36250004,GL,MG,3286209024.0000,2177855232.0000,0.70846185,1.8170,0.40545804
01.36527774,AA,MG,1889898624.0000,-4940704768.0000,0.22055949,0.3506,0.00697232
01.36527774,AA,GL,-1395890560.0000,-7119073792.0000,0.08598279,-4.2590,0.03046690
01.36527774,AX,GL,-1396476544.0000,-7117429760.0000,0.25318532,142.3121,0.30593141
01.36527774,AX,MG,1889250816.0000,-4939054080.0000,0.22083677,-2.8113,0.06728841
01.36527774,GL,MG,3285787904.0000,2178371328.0000,0.45892242,-135.5769,0.39367163
01.36805552,AA,GL,-1393667328.0000,-7119292416.0000,0.09624544,-4.4507,0.03407906
01.36805552,AA,MG,1891700608.0000,-4940408832.0000,0.25318716,-0.4511,0.00821119
01.36805552,AX,MG,1891053184.0000,-4938758656.0000,0.19945073,2.9797,0.05601932
01.36805552,AX,GL,-1394314752.0000,-7117641728.0000,0.22689987,-109.7512,0.23233151
01.36805552,GL,MG,3285368064.0000,2178883584.0000,0.13435616,-9.0950,0.36580295
