#SRC:M87,DATE(MJD):58232,FREQ:213.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
22.78749990,AX,PV,-3869498624.0000,-4039187200.0000,0.06534254,2.4892,0.02317187
22.79305601,AX,PV,-3871731968.0000,-4040345600.0000,0.06070737,71.1048,0.02371250
22.79583263,AX,PV,-3872899840.0000,-4040953344.0000,0.05677055,33.0549,0.02264523
22.79861069,AX,PV,-3874057216.0000,-4041556992.0000,0.07755817,-7.2806,0.02215504
22.80138874,AX,PV,-3875237376.0000,-4042173696.0000,0.09897867,-43.2614,0.02367063
22.80416679,AX,PV,-3876427008.0000,-4042796544.0000,0.08899109,-75.9957,0.02312536
22.80694485,AX,PV,-3877514752.0000,-4043367424.0000,0.06995267,136.1632,0.02310098
22.80972290,AX,PV,-3878692096.0000,-4043986688.0000,0.05119444,82.6709,0.02308698
22.81249952,AX,PV,-3879802880.0000,-4044572160.0000,0.07399262,52.2704,0.02307355
22.81527758,AX,PV,-3880915712.0000,-4045159680.0000,0.09632574,-48.8072,0.02481427
22.82083368,AX,PV,-3883256320.0000,-4046399744.0000,0.08772717,-15.3394,0.02478495
22.82361174,AX,PV,-3884356864.0000,-4046984704.0000,0.08500678,-6.9432,0.02356182
22.82638836,AX,PV,-3885535744.0000,-4047612416.0000,0.07692518,8.9639,0.02300643
22.83194447,AX,PV,-3887745792.0000,-4048793344.0000,0.07922716,-139.1664,0.02352776
22.83750057,AX,PV,-3889994752.0000,-4049999872.0000,0.08589370,-43.1485,0.02153320
22.84027719,AX,PV,-3891158784.0000,-4050626560.0000,0.09496654,46.3710,0.02347938
22.84305525,AX,PV,-3892241664.0000,-4051210752.0000,0.07154808,39.5790,0.02292687
22.84583330,AX,PV,-3893354752.0000,-4051812352.0000,0.07115514,20.5720,0.02345319
22.84861135,AX,PV,-3894465792.0000,-4052414208.0000,0.08266061,14.2999,0.02344012
22.85972214,AX,PV,-3898878976.0000,-4054817792.0000,0.08878220,-55.5871,0.02235617
22.86250019,AX,PV,-3899983872.0000,-4055422976.0000,0.08380764,-109.4363,0.02235021
22.86527824,AX,PV,-3901129472.0000,-4056051456.0000,0.10610526,-111.7620,0.02679587
23.26805592,AA,AX,783534.4375,-1615452.1250,1.15165256,0.4088,0.00753345
