#SRC:M87,DATE(MJD):58230,FREQ:227.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
01.35694447,AA,AX,644696.0000,-1640039.8750,1.10021259,0.4235,0.00493609
01.35694447,AA,MG,1857074048.0000,-4898946048.0000,0.21779918,-1.1228,0.00737918
01.35694447,AX,MG,1856422528.0000,-4897307136.0000,0.23138884,0.4864,0.06775543
01.35972226,AA,AX,644273.2500,-1639936.6250,1.10025916,-0.0583,0.00495794
01.35972226,AX,MG,1858187264.0000,-4897024000.0000,0.26005257,3.1323,0.06033361
01.36250004,AA,AX,643860.9375,-1639836.1250,1.10017398,0.4876,0.00524970
01.36250004,AA,MG,1860674304.0000,-4898367488.0000,0.17073464,0.1355,0.00554496
01.36250004,AX,MG,1860031744.0000,-4896727552.0000,0.15311664,12.0252,0.08337247
01.36527774,AA,MG,1862380800.0000,-4898092544.0000,0.21845904,0.4559,0.00719930
01.36527774,AX,MG,1861835904.0000,-4896437248.0000,0.23466829,2.5876,0.07293948
01.36805552,AA,AX,642969.2500,-1639619.1250,1.10035290,0.9251,0.00637908
01.36805552,AA,MG,1864385280.0000,-4897769472.0000,0.16072943,3.2380,0.00641931
01.37083331,AA,MG,1866052224.0000,-4897500160.0000,0.23770256,0.4923,0.00769823
01.37083331,AX,MG,1865405312.0000,-4895861248.0000,0.24765636,-13.0993,0.06380579
01.37361109,AA,AX,642210.3750,-1639435.0000,1.10019494,0.1308,0.00470068
01.37361109,AA,MG,1867896576.0000,-4897201664.0000,0.17936777,0.1973,0.00607579
01.37361109,AX,MG,1867170944.0000,-4895576064.0000,0.17649893,-27.9745,0.07698994
01.37638888,AA,AX,641794.1250,-1639334.2500,1.10016356,0.0993,0.00460826
01.37638888,AA,MG,1869551232.0000,-4896933888.0000,0.19733622,1.6112,0.00643045
01.37638888,AX,MG,1869047168.0000,-4895271936.0000,0.20490334,-6.7343,0.07728866
01.37916666,AA,AX,641370.1250,-1639231.7500,1.10034746,-0.8398,0.00476850
01.37916666,AA,MG,1871387136.0000,-4896635904.0000,0.19493607,0.3595,0.00591252
01.37916666,AX,MG,1870752640.0000,-4894995456.0000,0.14562169,16.0452,0.07921120
01.38194445,AA,AX,640963.0625,-1639133.3750,1.10036157,1.4695,0.00479211
01.38194445,AA,MG,1873117696.0000,-4896354816.0000,0.20499295,0.2325,0.00700020
01.38194445,AX,MG,1872561792.0000,-4894701568.0000,0.21871882,20.2202,0.06745253
01.38472223,AA,AX,640525.1250,-1639027.8750,1.10023322,-0.4551,0.00497938
01.38472223,AA,MG,1875019264.0000,-4896045056.0000,0.19314058,4.6529,0.00602711
01.38472223,AX,MG,1874312192.0000,-4894416896.0000,0.19925224,-13.2282,0.07931859
01.38750002,AA,AX,640118.2500,-1638929.8750,1.10021093,0.5659,0.00506205
01.38750002,AA,MG,1876730496.0000,-4895766528.0000,0.18042121,0.5168,0.00601847
01.38750002,AX,MG,1876044544.0000,-4894134784.0000,0.16061166,16.4436,0.08240237
01.39027780,AA,AX,639705.3750,-1638830.7500,1.10025914,0.5121,0.00462544
01.39027780,AA,MG,1878554880.0000,-4895468544.0000,0.17362628,-3.4747,0.00573037
01.39027780,AX,MG,1877890304.0000,-4893833728.0000,0.18401612,10.6772,0.08649913
01.39305559,AA,AX,639284.6875,-1638729.8750,1.10015093,1.9461,0.00499288
01.39305559,AA,MG,1880219520.0000,-4895196672.0000,0.22397184,-2.5664,0.00687279
01.39305559,AX,MG,1879623936.0000,-4893550592.0000,0.23445426,14.5715,0.06932155
01.39583337,AA,AX,638881.0625,-1638633.1250,1.10042314,0.6268,0.00463977
01.39583337,AA,MG,1882189056.0000,-4894874112.0000,0.20891367,-1.8096,0.00682244
01.39583337,AX,MG,1881460096.0000,-4893250048.0000,0.19884378,21.0781,0.07117659
01.39861107,AA,AX,638452.3750,-1638530.5000,1.10029058,0.3923,0.00472088
01.39861107,AA,MG,1883841152.0000,-4894603264.0000,0.23047001,0.6665,0.00776007
01.39861107,AX,MG,1883298816.0000,-4892948992.0000,0.24577759,29.6573,0.06489405
01.40138885,AA,AX,638041.6250,-1638432.3750,1.10046940,0.8029,0.00482054
01.40138885,AX,MG,1885004672.0000,-4892668928.0000,0.25988314,-27.1774,0.06332418
01.40694442,AA,AX,637157.3750,-1638221.6250,1.10026625,0.3922,0.00581289
01.40694442,AA,MG,1889197696.0000,-4893722112.0000,0.20713599,-3.0956,0.00704210
01.40694442,AX,MG,1888545152.0000,-4892086272.0000,0.22014444,-4.9030,0.07225958
01.40972221,AA,AX,636789.8125,-1638134.2500,1.09997834,-0.3609,0.00535743
01.41249999,AA,AX,636214.6250,-1637997.6250,1.10041139,0.5238,0.00963576
01.41249999,AX,MG,1892124416.0000,-4891495936.0000,0.27785117,-10.5648,0.05936561
01.41527778,AA,AX,635940.0000,-1637932.5000,1.10042650,0.3337,0.00466137
01.41527778,AA,MG,1894494976.0000,-4892847104.0000,0.22207867,-0.6952,0.00725456
01.41527778,AX,MG,1893836416.0000,-4891212800.0000,0.23744711,-8.3860,0.06343852
01.41805556,AA,AX,635523.1875,-1637833.8750,1.10055069,-0.3867,0.00494475
01.41805556,AA,MG,1896350080.0000,-4892539904.0000,0.21498644,3.5127,0.00819306
01.41805556,AX,MG,1895676032.0000,-4890908160.0000,0.22905279,12.0799,0.06180715
01.42083335,AA,AX,635074.6250,-1637727.7500,1.10032879,-0.1096,0.00493352
01.42083335,AA,MG,1898217216.0000,-4892229632.0000,0.21740965,-1.8916,0.00728563
01.42083335,AX,MG,1897469056.0000,-4890610688.0000,0.24044226,3.8609,0.06876305
01.42361113,AA,AX,634670.0625,-1637632.3750,1.10026192,-0.6467,0.00469661
01.42638892,AA,AX,634267.1875,-1637537.3750,1.10008480,1.1882,0.00496866
01.42638892,AA,MG,1901610496.0000,-4891665408.0000,0.20871754,-2.5265,0.00706815
01.42638892,AX,MG,1901059072.0000,-4890013696.0000,0.22313004,-10.6858,0.07270494
01.42916670,AA,AX,633838.8125,-1637436.5000,1.09972510,-0.8473,0.00514935
01.43194440,AA,MG,1905124608.0000,-4891078656.0000,0.21305300,-4.6427,0.00773883
01.43194440,AX,MG,1904472576.0000,-4889444864.0000,0.22405418,19.0277,0.07050301
01.43472219,AA,AX,632980.3750,-1637234.8750,1.09989615,-0.4282,0.00489229
01.43749997,AA,AX,632560.3125,-1637136.5000,1.09983647,1.5164,0.00492287
01.43749997,AA,MG,1908679808.0000,-4890484224.0000,0.22212771,-3.8495,0.00697093
01.43749997,AX,MG,1908066560.0000,-4888843776.0000,0.23180951,24.8909,0.06593299
01.44027776,AA,AX,632145.6875,-1637039.5000,1.10027566,-1.0009,0.00461110
01.44027776,AA,MG,1910559872.0000,-4890168832.0000,0.21572381,-0.3310,0.00715018
01.44027776,AX,MG,1909877760.0000,-4888540160.0000,0.19191542,-17.3852,0.06941804
01.44305554,AA,AX,631717.0000,-1636939.3750,1.10004759,1.0372,0.00479838
01.44305554,AA,MG,1912221696.0000,-4889889792.0000,0.21114932,1.6756,0.00646685
01.44305554,AX,MG,1911614720.0000,-4888248320.0000,0.20453828,8.0391,0.06772710
01.44583333,AA,AX,631294.3750,-1636840.7500,1.09995026,0.3934,0.00464141
01.44861111,AA,AX,630861.5625,-1636739.8750,1.09981036,0.1848,0.00478349
01.44861111,AA,MG,1915785600.0000,-4889289728.0000,0.21988016,0.9438,0.00694832
01.44861111,AX,MG,1915195136.0000,-4887646208.0000,0.26088298,7.5390,0.06895260
01.45138890,AA,AX,630649.2500,-1636690.5000,1.09960133,0.3682,0.02288896
01.45138890,AX,MG,1916056064.0000,-4887500800.0000,0.22207292,29.4043,0.28536194
01.50138885,AA,MG,1949146880.0000,-4883584000.0000,0.20417190,-0.8746,0.00634746
01.50416672,AA,MG,1950715520.0000,-4883311616.0000,0.23445467,-5.4872,0.00766826
01.50416672,AX,MG,1950733952.0000,-4881565696.0000,0.18534130,-5.5211,0.10250487
01.50694442,AA,AX,621878.8750,-1634681.2500,1.09990057,-0.6011,0.00498155
01.50694442,AA,MG,1952515840.0000,-4882998784.0000,0.21244618,-1.1536,0.00698955
01.50694442,AX,MG,1951865984.0000,-4881369088.0000,0.21835961,18.7428,0.06466585
01.50972229,AA,AX,621456.8125,-1634586.1250,1.09995994,0.4148,0.00452099
01.50972229,AX,MG,1953719040.0000,-4881046528.0000,0.18191259,17.2216,0.08606666
01.51249999,AA,AX,621009.4375,-1634485.3750,1.10006905,-0.5322,0.00485658
01.51249999,AA,MG,1956063488.0000,-4882380800.0000,0.21545233,-0.0604,0.00612056
01.51249999,AX,MG,1955439488.0000,-4880746496.0000,0.20203323,-1.0051,0.06281875
01.51527786,AA,AX,620584.4375,-1634389.8750,1.09987029,-0.0222,0.00479916
01.51527786,AA,MG,1957784448.0000,-4882080256.0000,0.21921956,5.2168,0.00638932
01.51527786,AX,MG,1957128576.0000,-4880452096.0000,0.21781426,-3.7893,0.06506029
01.51805556,AA,AX,620147.3125,-1634291.7500,1.10003509,-1.4278,0.00510590
01.51805556,AA,MG,1959536128.0000,-4881773568.0000,0.22378616,-1.5882,0.00708908
01.51805556,AX,MG,1958839168.0000,-4880153088.0000,0.23841192,-11.3873,0.06199662
01.52083325,AA,AX,619719.7500,-1634195.8750,1.09988795,-1.3508,0.00601681
01.52083325,AA,MG,1961302144.0000,-4881464320.0000,0.19191936,4.5663,0.00618538
01.52083325,AX,MG,1960675840.0000,-4879831552.0000,0.19173105,-31.0297,0.07428836
01.52361113,AA,AX,619260.5000,-1634093.1250,1.09985833,-0.3336,0.00529157
01.52361113,AA,MG,1963019136.0000,-4881163264.0000,0.23275680,-5.9847,0.00779428
01.52361113,AX,MG,1962344960.0000,-4879538688.0000,0.22270832,14.5829,0.05585327
01.52638882,AA,AX,618853.8125,-1634002.2500,1.09997528,0.6839,0.00499222
01.52638882,AX,MG,1964099840.0000,-4879230464.0000,0.26310931,4.1650,0.05425072
01.52916670,AA,MG,1966572160.0000,-4880538624.0000,0.20365259,0.6051,0.00669035
01.52916670,AX,MG,1965811328.0000,-4878929920.0000,0.20392766,-20.6097,0.06842005
01.53194439,AA,MG,1968190336.0000,-4880253440.0000,0.23356814,2.6724,0.00736938
01.53194439,AX,MG,1967480064.0000,-4878636032.0000,0.25603810,-7.2403,0.05965416
01.53472227,AA,AX,617515.5625,-1633704.0000,1.10039566,-0.8000,0.00555468
01.53472227,AA,MG,1969902848.0000,-4879951360.0000,0.23830705,0.7018,0.00723713
01.53472227,AX,MG,1969297280.0000,-4878315520.0000,0.25023716,-17.4599,0.05265167
01.53749996,AA,AX,617113.1250,-1633614.6250,1.10023827,0.0502,0.00442345
01.53749996,AA,MG,1971552640.0000,-4879659520.0000,0.21231655,1.3786,0.00727739
01.53749996,AX,MG,1971027712.0000,-4878009856.0000,0.20552887,-11.6994,0.06426373
01.54027784,AA,AX,616677.6875,-1633518.0000,1.10009349,-0.3744,0.00449526
01.54027784,AA,MG,1973429120.0000,-4879327744.0000,0.22125516,4.0574,0.00704910
01.54027784,AX,MG,1972728832.0000,-4877708800.0000,0.23133101,2.3206,0.06228393
01.54305553,AA,AX,616236.6875,-1633420.3750,1.10021937,-0.9509,0.00458245
01.54305553,AA,MG,1975104640.0000,-4879030784.0000,0.24685575,3.9912,0.00720255
01.54305553,AX,MG,1974432000.0000,-4877407232.0000,0.25914318,-19.6177,0.05556459
01.54583341,AA,AX,615805.9375,-1633325.1250,1.10018148,-0.4408,0.00446484
01.54583341,AA,MG,1976831616.0000,-4878724096.0000,0.21378475,-0.1813,0.00668449
01.54583341,AX,MG,1976160896.0000,-4877100544.0000,0.22798955,7.5369,0.06517609
01.54861110,AA,MG,1978541056.0000,-4878420480.0000,0.23894239,-4.5194,0.00763826
01.54861110,AX,MG,1977917824.0000,-4876788224.0000,0.24924387,16.9805,0.05707781
01.55416667,AA,AX,614533.1875,-1633044.3750,1.09987724,-0.3549,0.00896431
01.55416667,AA,MG,1981999488.0000,-4877804032.0000,0.24419740,-4.1588,0.00791340
01.55416667,AX,MG,1981284736.0000,-4876188672.0000,0.26019637,-2.6890,0.06164499
01.55694437,AA,MG,1983683200.0000,-4877503488.0000,0.18753642,3.1420,0.00707139
01.55694437,AX,MG,1983087232.0000,-4875867136.0000,0.19413241,-34.9606,0.06710480
01.55972224,AA,AX,613620.6250,-1632843.7500,1.10014650,-0.0439,0.00464094
01.55972224,AA,MG,1985406976.0000,-4877195264.0000,0.20753939,0.1710,0.00767136
01.55972224,AX,MG,1984819456.0000,-4875557888.0000,0.21596463,14.8160,0.06333757
01.56249994,AA,AX,613182.5625,-1632747.7500,1.10021497,0.2372,0.00463044
01.56249994,AA,MG,1987346176.0000,-4876847616.0000,0.23112805,-2.7059,0.00909507
01.56249994,AX,MG,1986525952.0000,-4875252224.0000,0.23652695,23.6665,0.05709492
01.56527781,AA,AX,612744.1875,-1632651.8750,1.09995572,0.2189,0.00465868
01.56527781,AA,MG,1988892416.0000,-4876570624.0000,0.20453073,-4.1275,0.00679599
01.56527781,AX,MG,1988241152.0000,-4874944512.0000,0.18213948,6.2648,0.05937560
01.56805551,AA,AX,612379.4375,-1632572.0000,1.10053134,-1.6070,0.00612172
01.56805551,AX,MG,1990019712.0000,-4874625536.0000,0.16362097,-29.4021,0.07958996
01.57083338,AA,AX,611829.5625,-1632452.0000,1.10064348,-1.8512,0.00716250
01.57083338,AA,MG,1992275456.0000,-4875962368.0000,0.20583071,-4.4697,0.00708160
01.57083338,AX,MG,1991716864.0000,-4874320384.0000,0.20356725,8.0132,0.06360673
01.57361108,AA,AX,611408.6250,-1632360.2500,1.10047371,-0.0331,0.00524150
01.57361108,AA,MG,1994054272.0000,-4875641856.0000,0.19070885,-1.5733,0.00625762
01.57361108,AX,MG,1993423744.0000,-4874013184.0000,0.20207048,-4.3285,0.07250678
01.57638896,AA,AX,610991.8125,-1632269.6250,1.10000045,-0.1149,0.00489072
01.57638896,AA,MG,1995836160.0000,-4875320320.0000,0.21342896,-2.3439,0.00747169
01.57638896,AX,MG,1995192448.0000,-4873694208.0000,0.22622932,-5.2045,0.06876147
