#SRC:M87,DATE(MJD):58228,FREQ:227.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
23.06250000,AA,AX,849809.0000,-1744870.5000,1.09829115,-1.5616,0.05812755
23.06250000,AA,PV,-4129062656.0000,-4309514240.0000,0.17114594,20.6599,0.01546435
23.06527805,AA,PV,-4129713152.0000,-4309854720.0000,0.15838737,-4.6318,0.00521148
23.06527805,AX,PV,-4130573312.0000,-4308115456.0000,0.16101107,-9.6903,0.03263233
23.06805611,AA,AX,849740.2500,-1744648.6250,1.09747877,0.3150,0.01502962
23.06805611,AX,PV,-4131811072.0000,-4308764672.0000,0.17720979,-3.8346,0.03088485
23.07083273,AA,AX,849696.8125,-1744510.6250,1.09657047,0.4356,0.01445839
23.07083273,AA,PV,-4132166144.0000,-4311142400.0000,0.17821212,2.6786,0.00656261
23.07083273,AX,PV,-4133015808.0000,-4309397504.0000,0.18158354,3.3566,0.02522914
23.07361078,AA,AX,849651.3125,-1744367.8750,1.09766994,1.1221,0.01272029
23.07361078,AA,PV,-4133419520.0000,-4311802368.0000,0.14768493,-0.4569,0.00460231
23.07361078,AX,PV,-4134214400.0000,-4310028800.0000,0.15018097,9.5900,0.03370868
23.07638884,AA,AX,849605.2500,-1744225.1250,1.09694585,0.8391,0.01385223
23.07638884,AA,PV,-4134532608.0000,-4312389120.0000,0.14939258,-3.0342,0.00499929
23.07638884,AX,PV,-4135435008.0000,-4310672896.0000,0.14754249,13.1830,0.03392124
23.07916689,AA,AX,849571.8125,-1744122.5000,1.09630394,-0.2375,0.02207218
23.07916689,AA,PV,-4135782400.0000,-4313050112.0000,0.16811927,-2.9606,0.00630758
23.08194494,AA,AX,849490.5625,-1743877.2500,1.09785474,0.7130,0.04275396
23.08194494,AX,PV,-4138106368.0000,-4312087040.0000,0.14048361,87.5194,0.05386548
23.08472157,AA,AX,849467.5625,-1743808.8750,1.09647683,-0.6881,0.01763359
23.08472157,AA,PV,-4138233600.0000,-4314350080.0000,0.15613219,0.3396,0.00522902
23.08472157,AX,PV,-4138949632.0000,-4312535040.0000,0.15950729,15.4212,0.03969227
23.08749962,AA,AX,849416.5000,-1743658.1250,1.09499425,0.1352,0.02345438
23.08749962,AA,PV,-4139184640.0000,-4314855936.0000,0.14660223,3.7281,0.00740809
23.08749962,AX,PV,-4140253952.0000,-4313229312.0000,0.14226829,-16.8604,0.05146344
23.09027767,AA,PV,-4140670720.0000,-4315648000.0000,0.15547847,0.9692,0.00828640
23.09027767,AX,PV,-4141548032.0000,-4313919488.0000,0.15664363,15.2334,0.04272782
23.09305573,AA,AX,849321.0625,-1743381.1250,1.09545687,0.5906,0.03051521
23.09305573,AA,PV,-4141888768.0000,-4316298752.0000,0.14299094,1.8167,0.00545523
23.09305573,AX,PV,-4142547712.0000,-4314453504.0000,0.13404041,-7.6455,0.04585379
23.09583378,AA,AX,849267.9375,-1743229.7500,1.09826913,-1.5431,0.01626845
23.09583378,AA,PV,-4143026176.0000,-4316907520.0000,0.13592532,0.6420,0.00428458
23.09583378,AX,PV,-4143901952.0000,-4315179008.0000,0.14542749,-4.2623,0.04353391
23.09861040,AA,AX,849216.8125,-1743085.7500,1.09778658,-1.6836,0.01330230
23.10138845,AA,AX,849167.0625,-1742947.2500,1.09810690,-0.3316,0.01370846
23.10138845,AA,PV,-4145405696.0000,-4318185472.0000,0.14648388,-2.0113,0.00484200
23.10138845,AX,PV,-4146351104.0000,-4316494848.0000,0.13973633,-3.9970,0.04006471
23.10416651,AA,AX,849114.1875,-1742801.5000,1.09755073,0.6665,0.01245944
23.10694456,AA,AX,849062.0625,-1742659.3750,1.09494391,-0.5755,0.01561326
23.10694456,AA,PV,-4147803648.0000,-4319479296.0000,0.14595264,1.7546,0.00531749
23.10694456,AX,PV,-4148691712.0000,-4317757440.0000,0.14663795,-1.1565,0.03516198
23.10972261,AA,AX,849018.8750,-1742543.0000,1.09631100,-4.0826,0.01748178
23.11805534,AA,AX,848832.6875,-1742052.0000,1.09857670,-1.1469,0.01923146
23.12083340,AA,PV,-4153718784.0000,-4322693632.0000,0.14753144,2.7238,0.00551575
23.12083340,AX,PV,-4154655232.0000,-4320999936.0000,0.15233735,-11.4021,0.04072727
23.12361145,AA,AX,848737.6875,-1741808.2500,1.09678925,0.2220,0.01401163
23.12361145,AA,PV,-4155021568.0000,-4323406336.0000,0.13928068,6.8907,0.00471907
23.12361145,AX,PV,-4155740416.0000,-4321593344.0000,0.13596137,-7.2020,0.03967628
23.12638950,AA,AX,848681.6875,-1741666.5000,1.09604584,0.8939,0.01242440
23.12638950,AA,PV,-4156106240.0000,-4324001280.0000,0.15636358,4.4980,0.00474430
23.12638950,AX,PV,-4156907776.0000,-4322233856.0000,0.15410138,4.4140,0.03492029
