#SRC:M87,DATE(MJD):58232,FREQ:215.1GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
22.78472185,AX,PV,-3904624640.0000,-4076480256.0000,0.11673259,74.2504,0.03923342
22.78749990,AX,PV,-3905772544.0000,-4077073920.0000,0.09824446,46.3980,0.03840095
22.79027796,AX,PV,-3906941952.0000,-4077680128.0000,0.08030907,15.1928,0.03840189
22.79305601,AX,PV,-3908109312.0000,-4078286336.0000,0.14343772,49.4166,0.03839051
22.79583263,AX,PV,-3909274624.0000,-4078892800.0000,0.04310855,34.8264,0.03837632
22.79861069,AX,PV,-3910437632.0000,-4079499264.0000,0.11075297,14.0406,0.03835681
22.80138874,AX,PV,-3911598848.0000,-4080105984.0000,0.08774398,-13.7440,0.03833946
22.80416679,AX,PV,-3912757760.0000,-4080712960.0000,0.06669082,-91.4499,0.03832115
22.80694485,AX,PV,-3913914624.0000,-4081320192.0000,0.07125065,-137.6659,0.03830283
22.80972290,AX,PV,-3915069696.0000,-4081927424.0000,0.08732769,136.5427,0.03828429
22.81249952,AX,PV,-3916222208.0000,-4082534912.0000,0.12834753,66.2804,0.03826380
22.81527758,AX,PV,-3917372928.0000,-4083142656.0000,0.13586057,-11.9153,0.03824524
22.81805563,AX,PV,-3918521600.0000,-4083750400.0000,0.08109974,0.8436,0.03822932
22.82083368,AX,PV,-3919668224.0000,-4084358400.0000,0.16235217,22.3307,0.03820447
22.82361174,AX,PV,-3920812544.0000,-4084966656.0000,0.17288068,20.8884,0.03818397
22.82638836,AX,PV,-3921954816.0000,-4085575168.0000,0.09353810,48.6572,0.03817457
22.82916641,AX,PV,-3923095296.0000,-4086183680.0000,0.12642202,-123.8676,0.03815378
22.83194447,AX,PV,-3924233472.0000,-4086792448.0000,0.09116983,-99.4842,0.03813827
22.83472252,AX,PV,-3925369600.0000,-4087401216.0000,0.06124025,-82.7649,0.03811961
22.83750057,AX,PV,-3926503424.0000,-4088010496.0000,0.06773282,-88.5872,0.03810099
22.84027719,AX,PV,-3927635456.0000,-4088619776.0000,0.07367190,11.9913,0.03808299
22.84305525,AX,PV,-3928765184.0000,-4089229056.0000,0.05536831,0.1017,0.03806482
22.84583330,AX,PV,-3929892864.0000,-4089838848.0000,0.08122385,-16.2622,0.03804593
22.84861135,AX,PV,-3931018752.0000,-4090448640.0000,0.17172780,-34.7536,0.03801941
22.85138941,AX,PV,-3932142336.0000,-4091058432.0000,0.17135763,-46.5579,0.03800138
22.85416603,AX,PV,-3933263616.0000,-4091668736.0000,0.14131567,17.7471,0.03798772
22.85694408,AX,PV,-3934383104.0000,-4092279040.0000,0.14035586,1.8589,0.03796936
22.85972214,AX,PV,-3935500288.0000,-4092889344.0000,0.06090853,-118.5871,0.03796206
22.86250019,AX,PV,-3936615424.0000,-4093500160.0000,0.08340837,110.5778,0.03796126
22.86527824,AX,PV,-3937728768.0000,-4094110976.0000,0.07957699,-157.5705,0.03796163
22.86805487,AX,PV,-3938306816.0000,-4094428416.0000,0.28612155,175.7280,0.18969555
23.26805592,AA,AX,790886.9375,-1630612.2500,1.15001899,0.9946,0.01110756
23.26805592,AA,PV,-4075907584.0000,-4185985280.0000,0.13507017,0.1473,0.00429032
23.26805592,AX,PV,-4076701952.0000,-4184357376.0000,0.13372987,6.0658,0.03244633
23.27083397,AA,AX,790766.9375,-1630488.3750,1.15061566,-0.6997,0.01041440
23.27083397,AA,PV,-4076671232.0000,-4186587648.0000,0.12246043,3.2148,0.00413783
23.27083397,AX,PV,-4077495552.0000,-4184983552.0000,0.12805720,5.4485,0.03541974
23.27361059,AA,AX,790650.1875,-1630368.1250,1.15088560,-2.5189,0.01175075
23.27638865,AA,AX,790534.3750,-1630249.3750,1.14889164,-0.4593,0.01335517
23.27638865,AA,PV,-4078253824.0000,-4187841024.0000,0.12471994,-0.9235,0.00505339
23.27638865,AX,PV,-4079074560.0000,-4186234880.0000,0.13473115,-12.1085,0.02932140
23.27916670,AA,PV,-4079061504.0000,-4188483584.0000,0.10809599,2.7855,0.00588002
23.27916670,AX,PV,-4079885056.0000,-4186880000.0000,0.11835055,-11.9832,0.03697743
23.28194475,AA,AX,790267.8750,-1629977.6250,1.14922550,1.5585,0.01185135
23.28194475,AA,PV,-4079904256.0000,-4189156352.0000,0.11499457,1.3919,0.00408495
23.28194475,AX,PV,-4080688384.0000,-4187521280.0000,0.12385922,6.9023,0.03539207
23.28472281,AA,AX,790141.1250,-1629849.2500,1.14988338,-0.1008,0.01045458
23.28472281,AA,PV,-4080685056.0000,-4189780992.0000,0.14045590,-2.4805,0.00436570
23.28472281,AX,PV,-4081470464.0000,-4188147456.0000,0.15598583,12.0389,0.02916188
23.28749943,AA,AX,790016.0625,-1629723.0000,1.14990348,-0.1154,0.01064097
23.28749943,AA,PV,-4081456128.0000,-4190400000.0000,0.12060030,-4.2292,0.00366928
23.28749943,AX,PV,-4082248448.0000,-4188772096.0000,0.12605118,1.3591,0.03306004
23.29027748,AA,AX,789887.3750,-1629593.6250,1.15087774,0.3781,0.01009496
23.29027748,AA,PV,-4082256128.0000,-4191044096.0000,0.10736798,0.8791,0.00296107
23.29027748,AX,PV,-4083045888.0000,-4189414400.0000,0.11281892,-20.8717,0.03574552
23.29305553,AA,AX,789760.5625,-1629466.6250,1.14964046,-0.6968,0.01060970
23.29305553,AA,PV,-4083037952.0000,-4191675392.0000,0.11909398,-2.9703,0.00336105
23.29305553,AX,PV,-4083819520.0000,-4190039296.0000,0.13879949,-11.2990,0.03596535
23.29583359,AA,AX,789629.1250,-1629335.5000,1.15118144,-0.1803,0.01053173
23.29583359,AA,PV,-4083837952.0000,-4192323328.0000,0.10525079,0.0913,0.00307757
23.29583359,AX,PV,-4084609536.0000,-4190679296.0000,0.11347935,-13.3558,0.04374590
23.29861164,AA,AX,789498.5000,-1629205.7500,1.15024522,-1.8855,0.01275931
23.29861164,AA,PV,-4084612864.0000,-4192952576.0000,0.13820387,2.9833,0.00431070
23.29861164,AX,PV,-4085381888.0000,-4191306752.0000,0.14533905,-6.4814,0.03370383
23.30138826,AA,AX,789375.0625,-1629083.5000,1.14969714,1.3260,0.01059960
